simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.11334953558553629,1.3751146687214826,1.2617651331359463,tua,tua,tə̆m,tua,tə̆m,tə̆m,tua,findiŋ,tə̆m,findiŋ,fndĭŋ,tua,tə̆m,findiŋ,tua,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,findiŋ,tə̆m,findiŋ,tə̆m,tə̆m,tua,findiŋ,tua,tə̆m,tə̆m,tə̆m,tua,tua,tua,tə̆m,tə̆m,tua,tua,findiŋ,tə̆m,tə̆m,findiŋ,fndĭŋ,tə̆m,tua,fndĭŋ,tua,findiŋ,tə̆m,tə̆m,tua,tə̆m,tə̆m,tə̆m,tua,tə̆m,tua,findiŋ,tə̆m,tə̆m,findiŋ,findiŋ,tua,findiŋ,findiŋ,tua,tə̆m,findiŋ,tə̆m,tə̆m,tua,tə̆m,tua,tə̆m,tə̆m,findiŋ,fndĭŋ,findiŋ,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,findiŋ,taraᵐbe,raβe,raβe,raβe,taraᵐbe,raβe,tata,ᵐbotai,tata,ᵐbotai,taraᵐbe,tata,ᵐbotai,tata,taraᵐbe,tata,ᵐbotai,ᵐbotai,tata,ᵐbotai
1,0.07745822344948983,1.3717688966297237,1.2943106731802339,tua,tua,tə̆m,findiŋ,tua,tə̆m,tə̆m,tə̆m,findiŋ,findiŋ,findiŋ,tə̆m,findiŋ,tə̆m,tua,tə̆m,tə̆m,tua,tə̆m,tua,tua,tə̆m,findiŋ,tə̆m,fndĭŋ,tə̆m,tua,fndĭŋ,tə̆m,tə̆m,fndĭŋ,findiŋ,tua,findiŋ,tə̆m,tə̆m,tə̆m,findiŋ,findiŋ,findiŋ,tə̆m,tə̆m,fndĭŋ,tua,tə̆m,tua,findiŋ,tua,findiŋ,tə̆m,tua,tə̆m,tə̆m,tua,tua,findiŋ,tə̆m,tə̆m,tua,tə̆m,tə̆m,findiŋ,tə̆m,tə̆m,tua,tə̆m,tə̆m,tə̆m,tə̆m,tua,tua,tua,findiŋ,tua,tə̆m,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,findiŋ,tua,tə̆m,tə̆m,findiŋ,tata,raβe,ᵐbotai,taraᵐbe,taraᵐbe,raβe,taraᵐbe,tata,raβe,tata,ᵐbotai,tata,ᵐbotai,ᵐbotai,tata,taraᵐbe,ᵐbotai,ᵐbotai,tata,raβe
2,0.13484384214922285,1.3487876966267474,1.2139438544775245,tə̆m,tua,findiŋ,tə̆m,tə̆m,tə̆m,tə̆m,tua,tə̆m,fndĭŋ,tə̆m,tua,tə̆m,tua,fndĭŋ,tə̆m,fndĭŋ,tə̆m,tua,findiŋ,findiŋ,tə̆m,fndĭŋ,tua,findiŋ,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tua,tə̆m,tə̆m,tə̆m,tua,tua,tə̆m,tua,findiŋ,tə̆m,tua,findiŋ,tə̆m,findiŋ,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tua,findiŋ,findiŋ,tə̆m,tua,findiŋ,tə̆m,tua,tə̆m,tua,tua,tə̆m,tə̆m,tua,tə̆m,tə̆m,tə̆m,findiŋ,findiŋ,tə̆m,tua,findiŋ,tə̆m,tua,tə̆m,tua,tə̆m,findiŋ,tə̆m,findiŋ,tə̆m,tua,tua,tə̆m,raβe,tata,tata,ᵐbotai,tata,ᵐbotai,taraᵐbe,tata,raβe,taraᵐbe,taraᵐbe,ᵐbotai,taraᵐbe,raβe,ᵐbotai,ᵐbotai,tata,raβe,tata,ᵐbotai
3,0.11520585524484095,1.3652324447549333,1.2500265895100924,tə̆m,tə̆m,tə̆m,tə̆m,findiŋ,tua,tua,tə̆m,fndĭŋ,tə̆m,tə̆m,tua,tə̆m,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,tə̆m,tua,tə̆m,tua,tə̆m,tua,findiŋ,tua,findiŋ,tə̆m,tua,tua,tua,tə̆m,fndĭŋ,findiŋ,tua,findiŋ,tua,tua,tua,tə̆m,tua,tə̆m,findiŋ,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tə̆m,tə̆m,fndĭŋ,fndĭŋ,findiŋ,tua,findiŋ,tə̆m,tua,tə̆m,findiŋ,tua,findiŋ,tə̆m,findiŋ,tua,tua,tə̆m,tə̆m,tə̆m,tə̆m,tua,findiŋ,tə̆m,tə̆m,findiŋ,tə̆m,tua,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tə̆m,ᵐbotai,tata,tata,ᵐbotai,ᵐbotai,ᵐbotai,tata,taraᵐbe,taraᵐbe,raβe,ᵐbotai,tata,raβe,tata,tata,taraᵐbe,taraᵐbe,raβe,raβe,ᵐbotai
4,0.08995091400750255,1.3652324447549333,1.2752815307474308,tə̆m,tə̆m,findiŋ,findiŋ,tua,fndĭŋ,tə̆m,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,findiŋ,tua,tə̆m,tə̆m,tua,tə̆m,findiŋ,tə̆m,tə̆m,tə̆m,tua,fndĭŋ,findiŋ,tua,tua,tə̆m,tua,tə̆m,tua,tə̆m,tua,findiŋ,tua,findiŋ,tə̆m,tə̆m,tua,findiŋ,tua,tə̆m,tua,findiŋ,tə̆m,tua,tua,tə̆m,findiŋ,tə̆m,fndĭŋ,tə̆m,tə̆m,tə̆m,findiŋ,tua,tə̆m,tə̆m,findiŋ,tə̆m,tə̆m,tə̆m,tua,tə̆m,findiŋ,findiŋ,tua,tə̆m,tə̆m,tua,findiŋ,tə̆m,findiŋ,tə̆m,tə̆m,tua,tə̆m,tə̆m,tua,tua,fndĭŋ,tə̆m,tə̆m,tata,taraᵐbe,tata,ᵐbotai,ᵐbotai,taraᵐbe,tata,ᵐbotai,ᵐbotai,raβe,ᵐbotai,tata,ᵐbotai,tata,raβe,raβe,taraᵐbe,tata,raβe,taraᵐbe
5,0.12608130016569374,1.3624474851916286,1.2363661850259349,tua,tə̆m,tə̆m,fndĭŋ,tua,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,tua,findiŋ,findiŋ,tə̆m,findiŋ,tə̆m,fndĭŋ,tua,tua,tua,tə̆m,fndĭŋ,tua,tə̆m,tua,tua,findiŋ,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,tua,tua,findiŋ,tə̆m,tua,tə̆m,tə̆m,tua,tua,findiŋ,findiŋ,tə̆m,findiŋ,tə̆m,findiŋ,tua,tua,tə̆m,findiŋ,fndĭŋ,findiŋ,tə̆m,findiŋ,tə̆m,tə̆m,tə̆m,tə̆m,tua,tə̆m,tə̆m,tə̆m,tə̆m,tua,tua,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,findiŋ,findiŋ,tua,tə̆m,findiŋ,tə̆m,findiŋ,tua,tə̆m,tə̆m,tə̆m,tua,raβe,raβe,tata,tata,tata,ᵐbotai,raβe,taraᵐbe,ᵐbotai,ᵐbotai,ᵐbotai,taraᵐbe,taraᵐbe,ᵐbotai,raβe,tata,ᵐbotai,tata,tata,taraᵐbe
6,0.07279389116246371,1.34791009821198,1.2751162070495163,findiŋ,tua,tua,tə̆m,tua,tə̆m,tua,findiŋ,tə̆m,tua,findiŋ,tua,tə̆m,tə̆m,tə̆m,tua,tua,findiŋ,tua,tə̆m,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tua,tə̆m,tə̆m,fndĭŋ,tua,tə̆m,tə̆m,findiŋ,tə̆m,tua,tə̆m,tə̆m,fndĭŋ,tua,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,tua,findiŋ,tua,tə̆m,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tə̆m,findiŋ,findiŋ,tə̆m,tua,findiŋ,fndĭŋ,tə̆m,tua,tua,tə̆m,tə̆m,findiŋ,tua,fndĭŋ,findiŋ,tua,findiŋ,findiŋ,tua,tə̆m,tua,findiŋ,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,ᵐbotai,raβe,ᵐbotai,ᵐbotai,tata,tata,raβe,ᵐbotai,ᵐbotai,taraᵐbe,raβe,taraᵐbe,ᵐbotai,taraᵐbe,tata,tata,tata,tata,raβe,taraᵐbe
7,0.07102390772895517,1.3652324447549333,1.2942085370259782,tua,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tə̆m,findiŋ,tə̆m,findiŋ,tə̆m,tə̆m,tua,tua,tə̆m,tə̆m,tə̆m,tua,findiŋ,findiŋ,tə̆m,findiŋ,tə̆m,findiŋ,fndĭŋ,tə̆m,fndĭŋ,tə̆m,tua,tə̆m,tua,tua,tə̆m,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,tua,tua,tə̆m,tə̆m,tə̆m,tə̆m,tə̆m,tua,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,tua,tə̆m,findiŋ,findiŋ,tua,tua,tua,fndĭŋ,tua,tə̆m,tə̆m,tua,tua,tua,tə̆m,tua,tə̆m,tə̆m,findiŋ,findiŋ,findiŋ,findiŋ,findiŋ,tə̆m,tua,tua,fndĭŋ,tə̆m,findiŋ,tua,taraᵐbe,ᵐbotai,tata,ᵐbotai,tata,taraᵐbe,tata,raβe,tata,taraᵐbe,taraᵐbe,ᵐbotai,ᵐbotai,ᵐbotai,tata,raβe,ᵐbotai,tata,raβe,raβe
8,0.0668534052398575,1.3487876966267474,1.2819342913868899,tə̆m,tə̆m,tə̆m,findiŋ,tua,tə̆m,tə̆m,tua,tua,tua,tua,tua,tə̆m,findiŋ,tə̆m,tə̆m,findiŋ,tua,tə̆m,tua,findiŋ,findiŋ,tə̆m,tə̆m,tua,findiŋ,tua,findiŋ,tə̆m,tə̆m,tə̆m,tua,tə̆m,tə̆m,tua,findiŋ,findiŋ,tua,tə̆m,tə̆m,tua,tə̆m,tua,findiŋ,findiŋ,findiŋ,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,tə̆m,findiŋ,tua,findiŋ,tə̆m,tə̆m,fndĭŋ,tə̆m,tə̆m,tə̆m,fndĭŋ,tua,tua,tə̆m,fndĭŋ,tə̆m,fndĭŋ,tua,tə̆m,tə̆m,tə̆m,tə̆m,tua,findiŋ,tə̆m,findiŋ,tə̆m,tə̆m,tə̆m,findiŋ,tua,tə̆m,tua,tə̆m,ᵐbotai,raβe,tata,ᵐbotai,tata,ᵐbotai,ᵐbotai,taraᵐbe,tata,raβe,ᵐbotai,taraᵐbe,tata,taraᵐbe,tata,raβe,raβe,taraᵐbe,tata,ᵐbotai
9,0.10520271007930004,1.3698615354811867,1.2646588254018867,tə̆m,tə̆m,tə̆m,tua,tə̆m,tə̆m,findiŋ,tə̆m,tua,tə̆m,findiŋ,tua,tua,findiŋ,findiŋ,tə̆m,tə̆m,tə̆m,findiŋ,findiŋ,tua,tə̆m,tua,tə̆m,findiŋ,fndĭŋ,findiŋ,tə̆m,tə̆m,tua,findiŋ,tə̆m,tə̆m,tua,tə̆m,findiŋ,tua,tə̆m,tə̆m,tua,findiŋ,tua,fndĭŋ,tə̆m,tə̆m,fndĭŋ,findiŋ,tua,tə̆m,fndĭŋ,tə̆m,tə̆m,tə̆m,tua,findiŋ,tə̆m,tua,tə̆m,tua,tua,tə̆m,findiŋ,tə̆m,tə̆m,tua,tua,tua,tə̆m,tua,tə̆m,tə̆m,tə̆m,findiŋ,tə̆m,tə̆m,findiŋ,tə̆m,tua,findiŋ,tə̆m,tə̆m,findiŋ,findiŋ,tə̆m,tua,taraᵐbe,ᵐbotai,tata,raβe,tata,taraᵐbe,raβe,ᵐbotai,raβe,tata,ᵐbotai,tata,ᵐbotai,ᵐbotai,taraᵐbe,raβe,tata,tata,taraᵐbe,ᵐbotai
