simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,myB,meZ,myZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,fyB,feZ,fyZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.016875766387966173,1.0798307037434225,1.0629549373554563,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,kaka,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,njombamunu,njombamunu,ajala,njombamunu,mama ndokyo,njombamunu,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,njombamunu,njombamunu,tatamunu,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,ajala,njombamunu,tatamunu,njombamunu,njombamunu
1,0.040590866475985754,1.1423227077187224,1.1017318412427366,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,tatamunu,njombamunu,mama ndokyo,njombamunu,njombamunu,njombamunu,njombamunu,njombamunu,njombamunu,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo,ajala,njombamunu,mama ndokyo,ajala,njombamunu,mama ndokyo,tatamunu,njombamunu,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo
2,0.04305436314191691,1.0798307037434225,1.0367763406015056,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,tatamunu,mama ndokyo,mama ndokyo,njombamunu,njombamunu,mama ndokyo,njombamunu,mama ndokyo,njombamunu,ajala,njombamunu,njombamunu,mama ndokyo,mama ndokyo,njombamunu,njombamunu,njombamunu,mama ndokyo,mama ndokyo,njombamunu,tatamunu,mama ndokyo,ajala,mama ndokyo,njombamunu,mama ndokyo,njombamunu,mama ndokyo
3,0.012649841252319716,1.078766968938344,1.0661171276860242,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,kaka,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,mama ndokyo,njombamunu,mama ndokyo,njombamunu,mama ndokyo,njombamunu,tatamunu,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,ajala,mama ndokyo,njombamunu,njombamunu,mama ndokyo,tatamunu,njombamunu,njombamunu,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,ajala,njombamunu,njombamunu
4,0.014932887879918089,0.9886100186373346,0.9736771307574165,dada,dada,dada,dada,dada,dada,kaka,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,njombamunu,ajala,njombamunu,njombamunu,mama ndokyo,njombamunu,njombamunu,njombamunu,njombamunu,njombamunu,tatamunu,ajala,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,tatamunu
5,0.01100206734625453,1.1174400811009688,1.1064380137547143,dada,dada,dada,dada,dada,dada,kaka,kaka,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,njombamunu,njombamunu,njombamunu,ajala,njombamunu,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,njombamunu,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,njombamunu,mama ndokyo,ajala,tatamunu,njombamunu,njombamunu,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,tatamunu
6,0.01960448421653327,1.0878533790267948,1.0682488948102615,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,mama ndokyo,ajala,njombamunu,njombamunu,mama ndokyo,mama ndokyo,tatamunu,njombamunu,mama ndokyo,njombamunu,njombamunu,njombamunu,njombamunu,njombamunu,njombamunu,ajala,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,tatamunu,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,njombamunu
7,0.021009133449611195,1.078766968938344,1.0577578354887327,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,kaka,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,mama ndokyo,njombamunu,njombamunu,njombamunu,tatamunu,njombamunu,ajala,tatamunu,njombamunu,njombamunu,mama ndokyo,njombamunu,mama ndokyo,ajala,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,njombamunu,mama ndokyo,mama ndokyo,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,njombamunu
8,0.04728595761637955,1.078766968938344,1.0314810113219643,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,mama ndokyo,njombamunu,njombamunu,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,njombamunu,njombamunu,tatamunu,njombamunu,njombamunu,mama ndokyo,ajala,njombamunu,mama ndokyo,njombamunu,njombamunu,mama ndokyo,mama ndokyo,tatamunu,mama ndokyo,njombamunu,ajala,mama ndokyo
9,0.01304369167432684,1.0476354185777987,1.034591726903472,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,kaka,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,dada,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,njombamunu,njombamunu,njombamunu,ajala,mama ndokyo,tatamunu,njombamunu,mama ndokyo,tatamunu,njombamunu,njombamunu,mama ndokyo,njombamunu,mama ndokyo,mama ndokyo,njombamunu,mama ndokyo,njombamunu,mama ndokyo,ajala,njombamunu
