simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.16179617255697898,1.5462783989899815,1.3844822264330026,tu,tu,mase,hinne,avukokon,hinne,mase,mase,tu,hinne,hinne,tu,tu,tu,tu,hinne,avukokon,mase,tu,hinne,tu,mase,tu,avukokon,avukokon,hinne,tu,avukokon,tu,tu,avukokon,avukokon,tu,avukokon,avukokon,avukokon,avukokon,mase,avukokon,tu,mase,mase,avukokon,avukokon,mase,mase,hinne,hinne,hinne,hinne,hinne,avukokon,hinne,mase,hinne,mase,mase,tu,mase,avukokon,tu,mase,hinne,hinne,hinne,avukokon,avukokon,tu,hinne,mase,mase,mase,tu,hinne,hinne,mase,mase,tu,tu,hinne,avukokon,hinne,avukokon,hinne,tu,metuo,tame,tine,nine,nine,pap,pap,nine,metuo,nine,metuo,nine,tine,metuo,tame,pap,tine,tine,pap,nine
1,0.17615022074017328,1.555722597176478,1.3795723764363048,mase,mase,hinne,tu,avukokon,mase,tu,avukokon,avukokon,hinne,avukokon,hinne,tu,mase,mase,hinne,avukokon,mase,tu,avukokon,hinne,mase,hinne,hinne,hinne,tu,avukokon,tu,tu,hinne,mase,mase,hinne,mase,tu,avukokon,tu,mase,tu,hinne,avukokon,tu,tu,avukokon,tu,hinne,mase,tu,mase,avukokon,hinne,avukokon,mase,avukokon,hinne,hinne,avukokon,hinne,tu,tu,avukokon,tu,mase,mase,tu,mase,hinne,avukokon,mase,hinne,mase,avukokon,hinne,hinne,mase,hinne,avukokon,tu,avukokon,tu,tu,hinne,tu,hinne,avukokon,pap,metuo,pap,tine,metuo,nine,tine,tame,nine,tine,nine,nine,nine,pap,nine,metuo,tine,pap,metuo,tame
2,0.16975715042079798,1.567352237844421,1.397595087423623,avukokon,tu,hinne,hinne,mase,hinne,mase,mase,hinne,mase,tu,hinne,hinne,tu,avukokon,hinne,avukokon,hinne,tu,hinne,mase,hinne,avukokon,tu,tu,avukokon,hinne,tu,tu,mase,tu,tu,hinne,avukokon,hinne,mase,tu,hinne,mase,hinne,avukokon,hinne,tu,mase,avukokon,tu,mase,hinne,tu,mase,hinne,avukokon,hinne,tu,avukokon,tu,avukokon,avukokon,hinne,tu,tu,mase,avukokon,mase,tu,avukokon,avukokon,mase,mase,avukokon,mase,hinne,tu,mase,mase,hinne,avukokon,tu,mase,avukokon,mase,avukokon,avukokon,hinne,tu,tine,pap,pap,tine,metuo,metuo,tine,tame,nine,nine,tine,pap,nine,nine,tame,metuo,metuo,nine,pap,nine
3,0.16588314142274285,1.5434115214518767,1.3775283800291338,tu,tu,hinne,avukokon,tu,avukokon,hinne,tu,avukokon,hinne,avukokon,avukokon,hinne,hinne,hinne,mase,tu,hinne,tu,mase,mase,avukokon,tu,mase,tu,hinne,mase,avukokon,tu,avukokon,hinne,mase,tu,avukokon,mase,tu,hinne,mase,mase,hinne,hinne,tu,mase,avukokon,mase,hinne,avukokon,hinne,mase,avukokon,tu,avukokon,tu,hinne,avukokon,mase,mase,tu,avukokon,tu,hinne,hinne,mase,hinne,tu,avukokon,avukokon,hinne,hinne,tu,hinne,hinne,hinne,mase,mase,tu,mase,tu,tu,avukokon,avukokon,mase,tu,avukokon,mase,nine,nine,tame,pap,nine,pap,tine,metuo,tine,nine,metuo,tine,pap,tame,nine,metuo,tine,nine,metuo,pap
4,0.2981493894770775,1.555722597176478,1.2575732076994006,mase,tu,mase,avukokon,hinne,hinne,mase,avukokon,tu,avukokon,mase,avukokon,hinne,tu,hinne,hinne,tu,avukokon,avukokon,mase,hinne,avukokon,tu,avukokon,hinne,tu,tu,avukokon,hinne,tu,mase,avukokon,tu,hinne,tu,tu,mase,hinne,hinne,tu,mase,avukokon,mase,hinne,mase,hinne,tu,hinne,tu,hinne,tu,hinne,mase,hinne,mase,mase,mase,mase,hinne,avukokon,avukokon,avukokon,mase,avukokon,hinne,mase,tu,hinne,avukokon,avukokon,hinne,mase,avukokon,tu,tu,tu,tu,mase,tu,avukokon,tu,avukokon,hinne,mase,hinne,tame,pap,metuo,tine,nine,pap,metuo,nine,nine,metuo,tine,tine,pap,metuo,nine,nine,tine,nine,pap,tame
5,0.24241741816731066,1.5124035237566442,1.2699861055893336,tu,mase,avukokon,avukokon,mase,hinne,hinne,mase,hinne,tu,hinne,hinne,mase,tu,tu,avukokon,tu,tu,tu,avukokon,mase,mase,mase,mase,avukokon,hinne,tu,avukokon,tu,hinne,avukokon,hinne,mase,hinne,mase,avukokon,avukokon,hinne,mase,hinne,avukokon,mase,avukokon,avukokon,hinne,avukokon,tu,tu,tu,hinne,avukokon,hinne,avukokon,tu,tu,avukokon,mase,avukokon,tu,mase,avukokon,tu,hinne,hinne,hinne,avukokon,mase,hinne,hinne,hinne,tu,tu,mase,tu,mase,mase,hinne,mase,hinne,tu,hinne,avukokon,tu,mase,tu,nine,metuo,nine,nine,tine,nine,pap,nine,pap,metuo,pap,nine,tame,tame,tine,tine,metuo,tine,pap,metuo
6,0.07761179244613703,1.5627231471181677,1.4851113546720307,tu,hinne,hinne,avukokon,mase,avukokon,tu,avukokon,hinne,avukokon,tu,tu,tu,hinne,mase,mase,mase,hinne,hinne,tu,tu,tu,avukokon,tu,hinne,mase,hinne,mase,tu,tu,hinne,avukokon,avukokon,tu,mase,hinne,mase,avukokon,mase,tu,mase,avukokon,tu,hinne,hinne,mase,mase,mase,tu,tu,hinne,tu,mase,hinne,hinne,avukokon,mase,hinne,mase,hinne,hinne,hinne,mase,mase,avukokon,avukokon,hinne,tu,avukokon,hinne,mase,tu,avukokon,avukokon,avukokon,hinne,hinne,mase,avukokon,tu,tu,avukokon,avukokon,tu,avukokon,tame,nine,pap,nine,tine,metuo,pap,tame,metuo,tine,nine,metuo,nine,nine,pap,tine,nine,metuo,pap,tine
7,0.1913950333265073,1.5627231471181677,1.3713281137916604,hinne,tu,tu,tu,tu,avukokon,hinne,hinne,hinne,hinne,mase,avukokon,tu,avukokon,mase,mase,avukokon,avukokon,tu,hinne,hinne,tu,tu,hinne,tu,tu,tu,avukokon,mase,avukokon,mase,tu,mase,mase,mase,avukokon,tu,tu,avukokon,mase,hinne,hinne,mase,hinne,tu,hinne,hinne,tu,mase,mase,avukokon,tu,hinne,hinne,avukokon,hinne,hinne,mase,avukokon,tu,tu,hinne,avukokon,avukokon,avukokon,hinne,tu,mase,hinne,mase,mase,mase,mase,mase,avukokon,hinne,hinne,tu,avukokon,mase,avukokon,avukokon,tu,hinne,avukokon,metuo,nine,nine,pap,pap,tame,tine,tame,nine,metuo,pap,nine,tine,nine,tine,nine,tine,metuo,pap,metuo
8,0.1625199340294059,1.5637256445568573,1.4012057105274514,mase,mase,avukokon,mase,avukokon,tu,hinne,hinne,hinne,tu,hinne,avukokon,mase,tu,tu,mase,avukokon,avukokon,hinne,avukokon,tu,tu,tu,tu,tu,avukokon,tu,tu,tu,hinne,tu,tu,avukokon,hinne,tu,mase,hinne,tu,hinne,hinne,hinne,mase,avukokon,tu,mase,hinne,hinne,hinne,mase,avukokon,mase,hinne,mase,avukokon,hinne,mase,avukokon,mase,mase,hinne,avukokon,mase,avukokon,hinne,hinne,mase,tu,mase,mase,hinne,avukokon,avukokon,avukokon,hinne,avukokon,tu,avukokon,tu,tu,hinne,hinne,tu,mase,mase,avukokon,nine,tine,tame,tine,pap,pap,nine,metuo,pap,nine,nine,metuo,nine,metuo,tame,metuo,nine,tine,pap,tine
9,0.11180205330365123,1.5557225971764783,1.443920543872827,hinne,hinne,mase,mase,hinne,hinne,hinne,tu,avukokon,hinne,hinne,hinne,tu,hinne,mase,tu,tu,tu,avukokon,hinne,mase,mase,mase,tu,avukokon,tu,avukokon,mase,tu,hinne,avukokon,mase,tu,avukokon,mase,avukokon,hinne,hinne,hinne,tu,mase,mase,avukokon,hinne,avukokon,avukokon,hinne,tu,mase,tu,tu,hinne,avukokon,avukokon,mase,avukokon,hinne,tu,tu,avukokon,tu,tu,mase,avukokon,tu,tu,mase,hinne,avukokon,tu,tu,avukokon,hinne,hinne,mase,mase,avukokon,mase,mase,avukokon,avukokon,hinne,tu,mase,hinne,metuo,metuo,pap,tine,pap,nine,nine,tine,nine,tame,tame,nine,pap,tine,metuo,pap,nine,metuo,tine,nine
