simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.013225991485265709,1.371768896629724,1.3585429051444582,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tamana,"masakitange, masakitanga",tu'a-tsinana,tsinana,tu'a-tsinana,tamana,tamana,tsinana,tsinana,tsinana,"masakitange, masakitanga",tamana,tsinana,tsinana,tamana,tu'a-tsinana,tu'a-tsinana,"masakitange, masakitanga",tamana,"masakitange, masakitanga"
1,0.040305118752170355,1.34791009821198,1.3076049794598097,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,"masakitange, masakitanga","masakitange, masakitanga",tamana,tamana,tu'a-tsinana,tu'a-tsinana,tu'a-tsinana,tsinana,tamana,tsinana,tamana,tamana,"masakitange, masakitanga","masakitange, masakitanga",tsinana,tamana,tsinana,tsinana,tsinana,tu'a-tsinana
2,0.01590547470415271,1.3647683466880343,1.3488628719838816,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tu'a-tsinana,tamana,tu'a-tsinana,"masakitange, masakitanga",tamana,tu'a-tsinana,tamana,tamana,tsinana,tamana,tsinana,"masakitange, masakitanga",tsinana,tu'a-tsinana,tsinana,tsinana,tsinana,"masakitange, masakitanga",tamana,"masakitange, masakitanga"
3,0.0038615260547814056,1.3647683466880343,1.3609068206332529,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,tu'a-tsinana,"masakitange, masakitanga","masakitange, masakitanga",tu'a-tsinana,"masakitange, masakitanga",tsinana,tsinana,tu'a-tsinana,tamana,tamana,tsinana,tu'a-tsinana,tamana,"masakitange, masakitanga",tamana,tamana,tamana,tsinana,tsinana,tsinana
4,0.002388011396196932,1.3698615354811865,1.3674735240849896,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,tsinana,tsinana,"masakitange, masakitanga",tamana,"masakitange, masakitanga",tamana,tamana,tu'a-tsinana,tsinana,tsinana,tamana,tsinana,tamana,tsinana,tu'a-tsinana,"masakitange, masakitanga","masakitange, masakitanga",tu'a-tsinana,tamana,tu'a-tsinana
5,0.022944134137917516,1.371768896629724,1.3488247624918064,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tsinana,tamana,tamana,tu'a-tsinana,tsinana,"masakitange, masakitanga",tu'a-tsinana,"masakitange, masakitanga",tsinana,tamana,tamana,tu'a-tsinana,tamana,tamana,tsinana,"masakitange, masakitanga",tsinana,tsinana,tu'a-tsinana,"masakitange, masakitanga"
6,0.043505417495407483,1.3487876966267474,1.3052822791313399,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,taina,tua-nga'ane,taina,taina,taina,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tsinana,tamana,tamana,tsinana,tamana,"masakitange, masakitanga",tamana,tsinana,"masakitange, masakitanga",tu'a-tsinana,"masakitange, masakitanga",tsinana,tsinana,tu'a-tsinana,"masakitange, masakitanga",tamana,tamana,tsinana,tu'a-tsinana,tu'a-tsinana
7,0.06212607529716174,1.3698615354811867,1.307735460184025,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,"masakitange, masakitanga",tamana,"masakitange, masakitanga",tamana,tamana,tsinana,tamana,tu'a-tsinana,"masakitange, masakitanga",tsinana,tu'a-tsinana,tsinana,tamana,tsinana,tu'a-tsinana,tsinana,"masakitange, masakitanga",tamana,tsinana,tu'a-tsinana
8,0.07035889475277401,1.3698615354811865,1.2995026407284125,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tu'a-tsinana,tu'a-tsinana,"masakitange, masakitanga",tamana,tamana,"masakitange, masakitanga",tu'a-tsinana,tu'a-tsinana,tamana,"masakitange, masakitanga",tamana,tamana,tsinana,tsinana,"masakitange, masakitanga",tsinana,tsinana,tsinana,tamana,tsinana
9,0.006932293737551332,1.3717688966297237,1.3648366028921723,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,taina,tua-nga'ane,taina,tua-nga'ane,taina,taina,taina,tua-nga'ane,taina,taina,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,tua-nga'ane,taina,tu'a-tsinana,tsinana,tsinana,"masakitange, masakitanga",tamana,tsinana,tamana,tsinana,"masakitange, masakitanga",tamana,tamana,tamana,"masakitange, masakitanga",tsinana,tamana,"masakitange, masakitanga",tu'a-tsinana,tsinana,tu'a-tsinana,tu'a-tsinana
