simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.13343461781077925,1.705998337857228,1.5725637200464488,yacāb,mikʼuwus̄ wac,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,imi yac,imi yac,iluƛ yac,ila,imu wac,imu wac,iluƛ wac,imi yac,imi yac,imu wac,iluƛ wac,ima,iluƛ wac,imu wac,iluƛ yac,iluƛ wac,imi yac,iluƛ wac,imu wac,ima,ila,iluƛ yac,imu wac,iluƛ wac,iluƛ yac,iluƛ yac,iluƛ yac,imi yac
1,0.10344022386437102,1.6802797825178524,1.5768395586534814,yacāb,yacāb,yac,wac,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,iluƛ wac,imu wac,ima,imu wac,imi yac,iluƛ wac,iluƛ yac,ila,iluƛ wac,ima,ila,iluƛ wac,iluƛ wac,iluƛ yac,imi yac,imu wac,iluƛ yac,iluƛ yac,iluƛ yac,imi yac,imu wac,imi yac,imu wac,imi yac,imu wac,iluƛ yac,imi yac,iluƛ wac
2,0.15856310334616808,1.674770052974781,1.516206949628613,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yac,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,imi yac,imi yac,iluƛ wac,iluƛ wac,iluƛ yac,imi yac,imi yac,iluƛ yac,imu wac,iluƛ wac,iluƛ wac,imu wac,ima,imu wac,iluƛ yac,imu wac,imu wac,iluƛ yac,ila,iluƛ yac,ila,imu wac,iluƛ wac,imi yac,imi yac,iluƛ yac,ima,iluƛ wac
3,0.1592937439243487,1.6739197277980824,1.5146259838737337,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,imu wac,imu wac,ila,ila,iluƛ wac,imi yac,imu wac,imi yac,iluƛ yac,iluƛ wac,iluƛ yac,imu wac,imi yac,iluƛ wac,iluƛ wac,iluƛ yac,imu wac,imi yac,iluƛ yac,iluƛ wac,ima,ima,imi yac,iluƛ yac,imu wac,iluƛ yac,imi yac,iluƛ wac
4,0.07783910878494704,1.645643011463536,1.567803902678589,yac,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yac,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,imi yac,iluƛ yac,imu wac,imu wac,iluƛ wac,imu wac,ila,iluƛ yac,iluƛ wac,iluƛ yac,imi yac,imi yac,imi yac,iluƛ yac,iluƛ yac,imu wac,imu wac,ima,iluƛ wac,imi yac,ima,ila,iluƛ yac,imi yac,iluƛ wac,imu wac,iluƛ wac,iluƛ wac
5,0.1314821905562109,1.634148763298015,1.502666572741804,yacāb,yacāb,yac,yacāb,yacāb,wac,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yac,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,iluƛ yac,iluƛ yac,iluƛ yac,iluƛ wac,imi yac,iluƛ wac,iluƛ yac,ima,ima,iluƛ yac,imu wac,imi yac,imu wac,imu wac,imi yac,imu wac,imi yac,iluƛ wac,iluƛ yac,iluƛ wac,ila,imi yac,ila,iluƛ wac,imu wac,imu wac,imi yac,iluƛ wac
6,0.14579493002445099,1.6528152033064019,1.5070202732819509,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,wac,yacāb,yacāb,yacāb,yac,yacāb,yac,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,iluƛ wac,iluƛ yac,iluƛ wac,imu wac,imi yac,iluƛ wac,iluƛ wac,ila,ila,iluƛ yac,imi yac,imi yac,imu wac,iluƛ yac,iluƛ wac,imi yac,ima,imi yac,imu wac,iluƛ wac,iluƛ yac,ima,imi yac,imu wac,iluƛ yac,iluƛ yac,imu wac,imu wac
7,0.15765986262887366,1.7038076946881493,1.5461478320592756,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yac,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,iluƛ wac,imu wac,ima,ila,iluƛ wac,iluƛ yac,ila,imi yac,ima,imi yac,iluƛ yac,imu wac,iluƛ wac,iluƛ wac,imu wac,imu wac,imu wac,imi yac,iluƛ yac,imu wac,iluƛ wac,imi yac,imi yac,iluƛ wac,iluƛ yac,imi yac,iluƛ yac,iluƛ yac
8,0.11938852672803346,1.7159019965936386,1.5965134698656052,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,mikʼuwus̄ wac,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yac,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,imi yac,imi yac,iluƛ wac,iluƛ yac,imi yac,iluƛ yac,iluƛ yac,iluƛ wac,iluƛ yac,imu wac,iluƛ wac,iluƛ wac,imu wac,iluƛ yac,ima,imu wac,ima,ila,imu wac,imi yac,iluƛ wac,imi yac,imi yac,imu wac,iluƛ wac,iluƛ yac,ila,imu wac
9,0.1447928577712454,1.7202134871817254,1.57542062941048,yacāb,yacāb,yacāb,wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼuwus̄ wac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yac,wac,yac,yacāb,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,mikʼuwus̄ wac,wac,wac,yacāb,yacāb,yacāb,yacāb,mikʼiyis̄ yac,yacāb,yacāb,yac,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,yacāb,ima,iluƛ yac,ila,imu wac,imi yac,iluƛ yac,imi yac,imu wac,iluƛ wac,imi yac,imu wac,iluƛ wac,imu wac,iluƛ yac,imi yac,ima,iluƛ wac,iluƛ wac,imu wac,imi yac,imu wac,iluƛ yac,ila,iluƛ wac,iluƛ yac,iluƛ yac,imi yac,iluƛ wac
