simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.13412564057239806,1.3544416412082925,1.2203160006358944,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tu-kaka-lu,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-žɨ,a'kɨ,u'wa,-ɨnu,-ɨnu,u'wa,a'kɨ,-žɨ,-žɨ,-žɨ,-ɨnu,u'wa,u'wa,-žɨ,-ɨnu,-ɨnu,-ɨnu,a'kɨ,-ɨnu,-ɨnu,-žɨ,u'wa,-žɨ,a'kɨ,a'kɨ,a'kɨ,-žɨ,u'wa
1,0.09930173202292103,1.375294824480267,1.275993092457346,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,u'wa,u'wa,a'kɨ,-žɨ,-ɨnu,-žɨ,-žɨ,-žɨ,-ɨnu,a'kɨ,-žɨ,u'wa,-ɨnu,-žɨ,-žɨ,a'kɨ,a'kɨ,-ɨnu,a'kɨ,-ɨnu,u'wa,u'wa,-ɨnu,-ɨnu,-ɨnu,a'kɨ,u'wa,-žɨ
2,0.08113288013621478,1.3582082990892324,1.2770754189530176,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-se-žu,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,u'wa,-žɨ,-žɨ,a'kɨ,-ɨnu,-žɨ,-žɨ,u'wa,-žɨ,a'kɨ,-žɨ,-ɨnu,a'kɨ,a'kɨ,u'wa,-ɨnu,-žɨ,a'kɨ,-ɨnu,-ɨnu,-ɨnu,u'wa,-ɨnu,a'kɨ,-žɨ,-ɨnu,u'wa,u'wa
3,0.12002344373998186,1.3574559072044896,1.2374324634645077,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-se-žɨ,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-ɨnu,a'kɨ,a'kɨ,-ɨnu,-žɨ,-žɨ,-ɨnu,a'kɨ,-žɨ,a'kɨ,a'kɨ,a'kɨ,-žɨ,u'wa,u'wa,-ɨnu,u'wa,-ɨnu,-ɨnu,-žɨ,-ɨnu,u'wa,-žɨ,-ɨnu,-žɨ,u'wa,-žɨ,u'wa
4,0.07775073555017031,1.3749994766681763,1.297248741118006,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-se-žɨ,-tanu'le,-žɨ,-ɨnu,u'wa,-ɨnu,u'wa,-ɨnu,u'wa,a'kɨ,-žɨ,-žɨ,-žɨ,-ɨnu,a'kɨ,-ɨnu,a'kɨ,-žɨ,a'kɨ,a'kɨ,-ɨnu,u'wa,a'kɨ,-žɨ,u'wa,u'wa,-žɨ,-ɨnu,-žɨ,-ɨnu
5,0.06407081837813156,1.371502307457106,1.3074314890789744,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tu-kaka-lu,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-ɨnu,-ɨnu,u'wa,-ɨnu,a'kɨ,-ɨnu,a'kɨ,u'wa,-žɨ,-ɨnu,a'kɨ,-ɨnu,u'wa,a'kɨ,-ɨnu,-žɨ,a'kɨ,a'kɨ,-žɨ,u'wa,-ɨnu,-žɨ,-žɨ,-žɨ,u'wa,-žɨ,u'wa,-žɨ
6,0.06105689473588849,1.3532028653325434,1.292145970596655,-tanu'le,-se-žu,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-se-žɨ,-tanu'le,u'wa,-žɨ,a'kɨ,-žɨ,-ɨnu,-žɨ,-žɨ,-žɨ,-ɨnu,a'kɨ,u'wa,u'wa,u'wa,a'kɨ,-ɨnu,-ɨnu,-ɨnu,-ɨnu,-žɨ,u'wa,-ɨnu,a'kɨ,a'kɨ,u'wa,-ɨnu,-žɨ,a'kɨ,-žɨ
7,0.10370276538351231,1.3743370509143578,1.2706342855308455,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tu-ka'ka,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-tanu'le,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,a'kɨ,-žɨ,-žɨ,u'wa,-žɨ,-žɨ,a'kɨ,-ɨnu,a'kɨ,-ɨnu,u'wa,u'wa,-ɨnu,a'kɨ,a'kɨ,-ɨnu,u'wa,a'kɨ,-ɨnu,u'wa,-žɨ,u'wa,-ɨnu,-žɨ,-žɨ,-žɨ,-ɨnu,-ɨnu
8,0.07564987731899131,1.3683465648940794,1.292696687575088,-se-žu,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-se-žu,-se-žɨ,-tu-ka'ka,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-se-žɨ,-tanu'le,u'wa,-žɨ,a'kɨ,u'wa,-žɨ,-žɨ,a'kɨ,-ɨnu,-žɨ,-žɨ,u'wa,-ɨnu,-žɨ,u'wa,u'wa,-ɨnu,-žɨ,-ɨnu,a'kɨ,-ɨnu,a'kɨ,a'kɨ,u'wa,-ɨnu,a'kɨ,-ɨnu,-ɨnu,-žɨ
9,0.09636309072259386,1.375294824480267,1.278931733757673,-tanu'le,-se-žu,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-se-žu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-se-žɨ,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-ka'ka,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tanu'le,-tu-kaka-lu,-tanu'le,-tanu'le,-tanu'le,-tanu'le,u'wa,-ɨnu,u'wa,-žɨ,-žɨ,a'kɨ,a'kɨ,-ɨnu,-ɨnu,-žɨ,u'wa,-žɨ,a'kɨ,-ɨnu,a'kɨ,-ɨnu,u'wa,-žɨ,u'wa,-ɨnu,-ɨnu,u'wa,a'kɨ,-žɨ,a'kɨ,-žɨ,-žɨ,-ɨnu
