simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.16365438016850886,1.6468146908733385,1.4831603107048297,woc̄i,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,mičʼi woc̄i,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,woc̄i,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,imuy woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),ila,iluƛi woc̄i,ila,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),ima,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima
1,0.18861079869722075,1.7118996805199722,1.5232888818227515,yacʔal,yacʔal,woc̄i,йацъал,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),ila,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,ima,imuy yoc̄i (yec̄i),imuy woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),ima,iluƛi woc̄i,ila,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i
2,0.1621995759522643,1.672422784068587,1.5102232081163227,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,йацъал,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yoc̄i,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,ima,iluƛi woc̄i,iluƛi woc̄i,ima,imuy woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),ila,imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),ila,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i
3,0.16176792675584606,1.7175534121382252,1.5557854853823792,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,imuy yoc̄i (yec̄i),iluƛi woc̄i,ila,ima,iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),ima,imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),ila,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,iluƛi woc̄i
4,0.2048060235270106,1.727420671417748,1.5226146478907374,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,woc̄i,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,woc̄i,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),ima,ila,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),ila,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,ima,iluƛi yoc̄i (yec̄i),imuy woc̄i,imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i)
5,0.18705096104314012,1.6402516217755063,1.4532006607323662,mičʼi yec̄i (yoc̄i),woc̄i,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yoc̄i,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,йацъал,yacʔal,woc̄i,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,imuy woc̄i,iluƛi yoc̄i (yec̄i),ima,imuy woc̄i,iluƛi woc̄i,iluƛi woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),ima,ila,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,ila,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi woc̄i,imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i)
6,0.14260736452388612,1.6929487055596666,1.5503413410357805,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,йацъал,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yoc̄i,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yoc̄i,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima,imuy woc̄i,iluƛi yoc̄i (yec̄i),ila,imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),ila,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,ima,iluƛi woc̄i,iluƛi woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i)
7,0.1735885279917304,1.644982750174956,1.4713942221832257,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yoc̄i,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,woc̄i,yacʔal,mičʼi woc̄i,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,woc̄i,yacʔal,yacʔal,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima,iluƛi woc̄i,imuy woc̄i,imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,iluƛi woc̄i,imuy woc̄i,ila,ila,ima
8,0.1611596442861396,1.709348697916985,1.5481890536308454,woc̄i,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),йацъал,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,mičʼi woc̄i,yacʔal,йацъал,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,imuy woc̄i,ima,ila,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),ila,imuy woc̄i,ima,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy woc̄i
9,0.1786496693678563,1.6785192745327526,1.4998696051648963,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),йацъал,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,woc̄i,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,йацъал,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima,imuy woc̄i,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima,imuy yoc̄i (yec̄i),ila,imuy woc̄i,ila
