simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.0933640576634247,1.6792663859438652,1.5859023282804405,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,horakʰuyr,mayr,horyeɣbayr,morakʰuyr,horyeɣbayr,moryeɣbayr,mayr,horyeɣbayr,horakʰuyr,horakʰuyr,morakʰuyr,moryeɣbayr,moryeɣbayr,hayr,morakʰuyr,horakʰuyr,moryeɣbayr,morakʰuyr,morakʰuyr,horakʰuyr,horyeɣbayr,horakʰuyr,morakʰuyr,moryeɣbayr,moryeɣbayr,horyeɣbayr,hayr,horyeɣbayr
1,0.11162875013029772,1.6778691392667582,1.5662403891364605,kʰuyr,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,pʰokʰr yeɣbayr,zarmuhi,yeɣbayr,morakʰuyr,horyeɣbayr,morakʰuyr,horyeɣbayr,moryeɣbayr,morakʰuyr,moryeɣbayr,horakʰuyr,mayr,horyeɣbayr,horyeɣbayr,horakʰuyr,moryeɣbayr,morakʰuyr,moryeɣbayr,hayr,horakʰuyr,horyeɣbayr,hayr,morakʰuyr,horakʰuyr,moryeɣbayr,horakʰuyr,moryeɣbayr,horakʰuyr,morakʰuyr,mayr,horyeɣbayr
2,0.12244419525753347,1.6802797825178524,1.557835587260319,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,mayr,moryeɣbayr,horakʰuyr,horakʰuyr,moryeɣbayr,morakʰuyr,hayr,horyeɣbayr,hayr,moryeɣbayr,horakʰuyr,morakʰuyr,horakʰuyr,morakʰuyr,horyeɣbayr,horyeɣbayr,moryeɣbayr,morakʰuyr,morakʰuyr,horyeɣbayr,horakʰuyr,moryeɣbayr,horyeɣbayr,horakʰuyr,morakʰuyr,horyeɣbayr,moryeɣbayr,mayr
3,0.12376495447398095,1.7226160132413872,1.5988510587674063,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,moryeɣbayr,morakʰuyr,morakʰuyr,horyeɣbayr,moryeɣbayr,horyeɣbayr,horakʰuyr,hayr,moryeɣbayr,morakʰuyr,horakʰuyr,morakʰuyr,horyeɣbayr,horakʰuyr,horyeɣbayr,horyeɣbayr,mayr,hayr,horyeɣbayr,mayr,horakʰuyr,moryeɣbayr,morakʰuyr,horakʰuyr,morakʰuyr,moryeɣbayr,moryeɣbayr,horakʰuyr
4,0.10010742054173694,1.7082506156857042,1.6081431951439673,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,kʰuyr,yeɣbayr,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,moryeɣbayr,horakʰuyr,horyeɣbayr,horyeɣbayr,mayr,morakʰuyr,horyeɣbayr,hayr,mayr,moryeɣbayr,horakʰuyr,moryeɣbayr,moryeɣbayr,moryeɣbayr,morakʰuyr,morakʰuyr,hayr,horyeɣbayr,horakʰuyr,morakʰuyr,morakʰuyr,horakʰuyr,horyeɣbayr,horakʰuyr,horakʰuyr,horyeɣbayr,moryeɣbayr,morakʰuyr
5,0.147243050807929,1.6791817002865712,1.5319386494786422,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,kʰuyr,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,morakʰuyr,horakʰuyr,moryeɣbayr,moryeɣbayr,moryeɣbayr,morakʰuyr,horakʰuyr,mayr,moryeɣbayr,hayr,horyeɣbayr,horakʰuyr,morakʰuyr,horakʰuyr,horyeɣbayr,horakʰuyr,mayr,horyeɣbayr,horyeɣbayr,horyeɣbayr,morakʰuyr,horyeɣbayr,hayr,horakʰuyr,morakʰuyr,moryeɣbayr,morakʰuyr,moryeɣbayr
6,0.12412642693038478,1.6844147077019618,1.560288280771577,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,morakʰuyr,horyeɣbayr,moryeɣbayr,horakʰuyr,moryeɣbayr,horakʰuyr,hayr,morakʰuyr,horakʰuyr,horyeɣbayr,horakʰuyr,horyeɣbayr,moryeɣbayr,moryeɣbayr,moryeɣbayr,mayr,hayr,moryeɣbayr,horyeɣbayr,horyeɣbayr,morakʰuyr,morakʰuyr,morakʰuyr,morakʰuyr,mayr,horyeɣbayr,horakʰuyr,horakʰuyr
7,0.11319760154061531,1.7169153931676255,1.6037177916270102,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,horyeɣbayr,morakʰuyr,horakʰuyr,horyeɣbayr,hayr,morakʰuyr,horyeɣbayr,moryeɣbayr,horyeɣbayr,moryeɣbayr,horakʰuyr,horyeɣbayr,morakʰuyr,horakʰuyr,mayr,moryeɣbayr,mayr,morakʰuyr,moryeɣbayr,horyeɣbayr,morakʰuyr,morakʰuyr,moryeɣbayr,hayr,horakʰuyr,moryeɣbayr,horakʰuyr,horakʰuyr
8,0.1181655407106581,1.6667769456699688,1.5486114049593107,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,yeɣbayr,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,moryeɣbayr,horyeɣbayr,hayr,morakʰuyr,moryeɣbayr,horyeɣbayr,mayr,morakʰuyr,morakʰuyr,moryeɣbayr,horyeɣbayr,horakʰuyr,horakʰuyr,horyeɣbayr,moryeɣbayr,horakʰuyr,moryeɣbayr,horyeɣbayr,horakʰuyr,moryeɣbayr,hayr,morakʰuyr,morakʰuyr,horakʰuyr,horakʰuyr,horyeɣbayr,morakʰuyr,mayr
9,0.16130332411872939,1.6970562832890494,1.53575295917032,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,kʰuyr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,kʰuyr,zarmuhi,zarmuhi,pʰokʰ[ə]r kʰuyr,zarmuhi,zarmuhi,zarmuhi,pʰokʰr yeɣbayr,zarmuhi,kʰuyr,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,zarmuhi,yeɣbayr,horyeɣbayr,morakʰuyr,horyeɣbayr,horakʰuyr,morakʰuyr,horakʰuyr,moryeɣbayr,moryeɣbayr,horyeɣbayr,horakʰuyr,morakʰuyr,morakʰuyr,morakʰuyr,hayr,moryeɣbayr,moryeɣbayr,mayr,horakʰuyr,horyeɣbayr,mayr,horakʰuyr,morakʰuyr,horyeɣbayr,hayr,horakʰuyr,moryeɣbayr,moryeɣbayr,horyeɣbayr
