simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.3254778021731948,1.376055285260417,1.0505774830872223,mosən,baba,baba,mosən,baba,baba,baba,baba,mosən,yekeli,mosən,mənʤən,yekeli,baba,mənʤən,mosən,baba,mosən,mənʤən,baba,mosən,yekeli,mənʤən,mənʤən,yekeli,baba,yekeli,yekeli,baba,yekeli,baba,mənʤən,mənʤən,baba,baba,baba,baba,mənʤən,"nænæ, nænæ kəɖ",yaya,baba,"nænæ, nænæ risi",məndi,"nænæ, nænæ kəɖ",eli,nænæ,məndi,baba,baba,meyaŋg,yaya,nænæ,məndi,"nænæ, nænæ risi",meyaŋg,baba,məndi,eli
1,0.24243302655595822,1.0346012329101812,0.792168206354223,mənʤən,mosən,yekeli,yekeli,mənʤən,mosən,baba,baba,mənʤən,mosən,baba,baba,baba,baba,mənʤən,yekeli,yekeli,mənʤən,baba,baba,mosən,baba,mosən,baba,mənʤən,yekeli,mosən,baba,baba,baba,mənʤən,mənʤən,baba,yekeli,baba,yekeli,baba,mosən,məndi,nænæ,məndi,yaya,baba,məndi,"nænæ, nænæ risi",eli,nænæ,baba,"nænæ, nænæ risi",meyaŋg,"nænæ, nænæ kəɖ",yaya,"nænæ, nænæ kəɖ",eli,məndi,baba,meyaŋg,baba
2,0.10603713334992704,1.0346012329101812,0.9285640995602542,baba,yekeli,mosən,mosən,mənʤən,baba,mosən,mosən,yekeli,baba,mənʤən,yekeli,baba,baba,mənʤən,baba,mənʤən,baba,mosən,yekeli,baba,yekeli,baba,mosən,mənʤən,mənʤən,baba,yekeli,baba,baba,mənʤən,yekeli,baba,baba,baba,mosən,baba,mənʤən,məndi,eli,məndi,nænæ,yaya,"nænæ, nænæ risi",baba,"nænæ, nænæ kəɖ",məndi,baba,eli,"nænæ, nænæ kəɖ",baba,"nænæ, nænæ risi",baba,meyaŋg,yaya,nænæ,məndi,meyaŋg
3,0.08878194993480437,0.9799711820833054,0.891189232148501,yekeli,mosən,mənʤən,mənʤən,mənʤən,mənʤən,yekeli,yekeli,mosən,baba,yekeli,baba,mosən,baba,baba,yekeli,yekeli,baba,baba,baba,mənʤən,baba,baba,mənʤən,mosən,mosən,baba,baba,baba,baba,mənʤən,mənʤən,mosən,yekeli,mosən,baba,baba,baba,"nænæ, nænæ risi",məndi,baba,baba,yaya,yaya,məndi,"nænæ, nænæ risi","nænæ, nænæ kəɖ",meyaŋg,"nænæ, nænæ kəɖ",nænæ,baba,məndi,nænæ,eli,eli,məndi,baba,meyaŋg
4,0.21207426669985363,1.376055285260417,1.1639810185605635,mənʤən,mənʤən,yekeli,baba,baba,baba,mosən,baba,mənʤən,baba,mənʤən,mosən,baba,baba,mosən,mənʤən,baba,mosən,baba,mosən,yekeli,mosən,yekeli,mənʤən,yekeli,baba,baba,yekeli,mənʤən,baba,mənʤən,yekeli,baba,baba,baba,baba,mosən,yekeli,eli,məndi,"nænæ, nænæ risi",nænæ,baba,baba,"nænæ, nænæ kəɖ",məndi,meyaŋg,yaya,baba,yaya,məndi,"nænæ, nænæ kəɖ",eli,baba,"nænæ, nænæ risi",məndi,nænæ,meyaŋg
5,0.13732453187634674,1.376055285260417,1.2387307533840703,yekeli,yekeli,baba,yekeli,baba,mənʤən,baba,mosən,mosən,mənʤən,baba,baba,baba,mənʤən,baba,mənʤən,yekeli,mosən,mosən,baba,mənʤən,baba,baba,baba,mənʤən,yekeli,baba,baba,baba,yekeli,mosən,mənʤən,baba,mosən,mosən,mənʤən,yekeli,baba,"nænæ, nænæ risi",məndi,baba,meyaŋg,"nænæ, nænæ kəɖ","nænæ, nænæ risi",məndi,eli,nænæ,məndi,meyaŋg,eli,baba,yaya,yaya,baba,nænæ,baba,məndi,"nænæ, nænæ kəɖ"
6,0.08590927619874544,0.5982695885852573,0.5123603123865118,baba,baba,yekeli,baba,baba,mənʤən,mosən,baba,baba,yekeli,yekeli,mosən,mosən,mənʤən,baba,baba,mənʤən,mosən,mosən,baba,mənʤən,yekeli,yekeli,yekeli,baba,mosən,baba,baba,mənʤən,mosən,baba,mənʤən,mənʤən,mənʤən,baba,yekeli,baba,baba,baba,baba,baba,"nænæ, nænæ risi",məndi,nænæ,baba,nænæ,meyaŋg,məndi,yaya,"nænæ, nænæ risi",məndi,eli,"nænæ, nænæ kəɖ",eli,meyaŋg,"nænæ, nænæ kəɖ",məndi,yaya
7,0.13732453187634652,1.376055285260417,1.2387307533840706,baba,mosən,yekeli,mosən,mosən,baba,baba,yekeli,baba,baba,mənʤən,mənʤən,baba,yekeli,yekeli,baba,yekeli,mosən,baba,mosən,baba,baba,yekeli,baba,mənʤən,mosən,mənʤən,mənʤən,baba,baba,baba,mosən,mənʤən,mənʤən,yekeli,baba,baba,mənʤən,eli,nænæ,"nænæ, nænæ risi",baba,eli,məndi,məndi,nænæ,yaya,meyaŋg,baba,məndi,məndi,"nænæ, nænæ kəɖ",meyaŋg,"nænæ, nænæ risi","nænæ, nænæ kəɖ",yaya,baba,baba
8,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,mosən,mosən,mosən,mənʤən,baba,baba,mənʤən,mənʤən,mosən,yekeli,baba,baba,baba,baba,mənʤən,baba,yekeli,baba,baba,mənʤən,mosən,mənʤən,yekeli,baba,baba,mənʤən,mosən,baba,baba,yekeli,baba,baba,yekeli,baba,yekeli,yekeli,mənʤən,mosən,"nænæ, nænæ kəɖ",məndi,"nænæ, nænæ kəɖ",məndi,baba,eli,nænæ,"nænæ, nænæ risi",meyaŋg,meyaŋg,baba,baba,yaya,baba,"nænæ, nænæ risi",məndi,məndi,nænæ,eli,yaya
9,0.34145405235023585,1.034601232910181,0.6931471805599452,yekeli,baba,mosən,mənʤən,yekeli,baba,baba,baba,mənʤən,yekeli,mənʤən,yekeli,baba,mənʤən,mosən,baba,baba,baba,yekeli,mənʤən,mosən,mənʤən,baba,baba,baba,yekeli,yekeli,baba,mosən,mosən,baba,baba,baba,baba,mosən,mənʤən,mənʤən,mosən,eli,baba,eli,meyaŋg,nænæ,baba,baba,"nænæ, nænæ risi","nænæ, nænæ kəɖ","nænæ, nænæ kəɖ",məndi,"nænæ, nænæ risi",məndi,yaya,nænæ,məndi,baba,meyaŋg,yaya,məndi
