parameter,word
mM,mæ
mF,bābujī
mMeB,māma
mFeB,kākā
mMeZ,máusī
mFeZ,pisī
meB,bháiyā
myB,bhāy
meZ,didi
myZ,bahīn
mMBeS,mamiáut bhāy
mMeBS,mamiáut bhāy
mMyBS,mamiáut bhāy
mFBeS,pitiaut-bhai
mFeBS,pitiaut-bhai
mFyBS,pitiaut-bhai
mMZeS,masiáut bhāy
mMeZS,masiáut bhāy
mMyZS,masiáut bhāy
mFZeS,pisiáut bhāy
mFeZS,pisiáut bhāy
mFyZS,pisiáut bhāy
mMBeD,mamiáut bahin
mMeBD,mamiáut bahin
mMyBD,mamiáut bahin
mFBeD,pitiaut-bahan
mFeBD,pitiaut-bahan
mFyBD,pitiaut-bahan
mMZeD,masiáut bahin
mMeZD,masiáut bahin
mMyZD,masiáut bahin
mFZeD,pisiáut bahin
mFeZD,pisiáut bahin
mFyZD,pisiáut bahin
