parameter,word
mM,mayr
mF,hayr
mMeB,k'eri
mFeB,horełbayr
mMeZ,morak'uyr
mFeZ,horak'uyr
meB,ełbayr
meZ,k'uyr
mMBeS,k'eru tła
mMeBS,k'eru tła
mMyBS,k'eru tła
mFBeS,horełbor tła
mFeBS,horełbor tła
mFyBS,horełbor tła
mMZeS,morak'roǰ tła
mMeZS,morak'roǰ tła
mMyZS,morak'roǰ tła
mFZeS,horak'roǰ tła
mFeZS,horak'roǰ tła
mFyZS,horak'roǰ tła
mMBeD,k'eru ałǰik
mMeBD,k'eru ałǰik
mMyBD,k'eru ałǰik
mFBeD,horełbor ałǰik
mFeBD,horełbor ałǰik
mFyBD,horełbor ałǰik
mMZeD,morak'roǰ ałǰik
mMeZD,morak'roǰ ałǰik
mMyZD,morak'roǰ ałǰik
mFZeD,horak'roǰ ałǰik
mFeZD,horak'roǰ ałǰik
mFyZD,horak'roǰ ałǰik
