parameter,word
mM,āī
mF,vaḍil
mMeB,māmā
mFeB,kākā
mMeZ,maushī
mFeZ,ātyā
meB,dādā
myB,bhāū
meZ,tāī
myZ,bahiṇa
mMBeS,māme-bhāū
mMeBS,māme-bhāū
mMyBS,māme-bhāū
mFBeS,chulat-bhāū
mFeBS,chulat-bhāū
mFyBS,chulat-bhāū
mMZeS,māwas bhāū
mMeZS,māwas bhāū
mMyZS,māwas bhāū
mFZeS,āte-bhāū
mFeZS,āte-bhāū
mFyZS,āte-bhāū
mMBeD,māme-bahiṇa
mMeBD,māme-bahiṇa
mMyBD,māme-bahiṇa
mFBeD,chulat-bahiṇa
mFeBD,chulat-bahiṇa
mFyBD,chulat-bahiṇa
mMZeD,māus-bahiṇa
mMeZD,māus-bahiṇa
mMyZD,māus-bahiṇa
mFZeD,āte-bahiṇa
mFeZD,āte-bahiṇa
mFyZD,āte-bahiṇa
