parameter,word
mM,māte
mF,tēvs
mMeB,onkulis
mFeB,krusttēvs
mMeZ,krustmāte
mFeZ,krustmāte
meB,brālis
myB,jaunākais brālis
meZ,māsa
myZ,jaunākā māsa
mMBeS,brālēns
mMeBS,brālēns
mMyBS,brālēns
mFBeS,brālēns
mFeBS,brālēns
mFyBS,brālēns
mMZeS,brālēns
mMeZS,brālēns
mMyZS,brālēns
mFZeS,brālēns
mFeZS,brālēns
mFyZS,brālēns
mMBeD,māsīca
mMeBD,māsīca
mMyBD,māsīca
mFBeD,māsīca
mFeBD,māsīca
mFyBD,māsīca
mMZeD,māsīca
mMeZD,māsīca
mMyZD,māsīca
mFZeD,māsīca
mFeZD,māsīca
mFyZD,māsīca
fMeB,tēvabrālis
fFeB,tēvabrālis
