parameter,word
mM,mátka
mF,bác'ka
mMeB,dzjádz'ka
mFeB,dzjádz'ka
mMeZ,cëtka
mFeZ,cëtka
meB,brat
meZ,sjastrá
mMBeS,dvajúradny brat
mMeBS,dvajúradny brat
mMyBS,dvajúradny brat
mFBeS,dvajúradny brat
mFeBS,dvajúradny brat
mFyBS,dvajúradny brat
mMZeS,dvajúradny brat
mMeZS,dvajúradny brat
mMyZS,dvajúradny brat
mFZeS,dvajúradny brat
mFeZS,dvajúradny brat
mFyZS,dvajúradny brat
mMBeD,dvajúradnaja sjastrá
mMeBD,dvajúradnaja sjastrá
mMyBD,dvajúradnaja sjastrá
mFBeD,dvajúradnaja sjastrá
mFeBD,dvajúradnaja sjastrá
mFyBD,dvajúradnaja sjastrá
mMZeD,dvajúradnaja sjastrá
mMeZD,dvajúradnaja sjastrá
mMyZD,dvajúradnaja sjastrá
mFZeD,dvajúradnaja sjastrá
mFeZD,dvajúradnaja sjastrá
mFyZD,dvajúradnaja sjastrá
