parameter,word
mM,mótina
mF,tėvas
mMeB,dėdė
mFeB,dėdė
mMeZ,tetà
mFeZ,tetà
meB,brolis
meZ,sesuõ
mMBeS,pusbrolis
mMeBS,pusbrolis
mMyBS,pusbrolis
mFBeS,pusbrolis
mFeBS,pusbrolis
mFyBS,pusbrolis
mMZeS,pusbrolis
mMeZS,pusbrolis
mMyZS,pusbrolis
mFZeS,brolėnas
mFeZS,brolėnas
mFyZS,brolėnas
mMBeD,pusseserė
mMeBD,pusseserė
mMyBD,pusseserė
mFBeD,pusseserė
mFeBD,pusseserė
mFyBD,pusseserė
mMZeD,pusseserė
mMeZD,pusseserė
mMyZD,pusseserė
mFZeD,pusseserė
mFeZD,pusseserė
mFyZD,pusseserė
