parameter,word
mM,mathair
mF,athair
mMeB,dearbrāthair māthar
mFeB,dearbrāthair athar
mMeZ,māithreān
mFeZ,athaireog
meB,dearbrāthair
meZ,deirbhshiur
mMBeS,col ceathar
mMeBS,col ceathar
mMyBS,col ceathar
mFBeS,col ceathar
mFeBS,col ceathar
mFyBS,col ceathar
mMZeS,col ceathar
mMeZS,col ceathar
mMyZS,col ceathar
mFZeS,col ceathar
mFeZS,col ceathar
mFyZS,col ceathar
mMBeD,col ceathar
mMeBD,col ceathar
mMyBD,col ceathar
mFBeD,col ceathar
mFeBD,col ceathar
mFyBD,col ceathar
mMZeD,col ceathar
mMeZD,col ceathar
mMyZD,col ceathar
mFZeD,col ceathar
mFeZD,col ceathar
mFyZD,col ceathar
