parameter,word
mM,nanā
mF,pitā
mMeB,māmaka
mFeB,pitṛvya
mMeZ,mātṛṣvasṛ
mFeZ,pitṛṣvasṛ
mB,bhrātṛ
meZ,agrajā
myZ,anujā
mMBeS,bhrātṛ
mMeBS,bhrātṛ
mMyBS,bhrātṛ
mFBeS,bhrātṛ
mFeBS,bhrātṛ
mFyBS,bhrātṛ
mMZeS,mātṛṣvasrīya
mMeZS,mātṛṣvasrīya
mMyZS,mātṛṣvasrīya
mFZeS,paitṛṣvaseya
mFeZS,paitṛṣvaseya
mFyZS,paitṛṣvaseya
mMBeD,mātulakanyā
mMeBD,mātulakanyā
mMyBD,mātulakanyā
mFBeD,svasṛ
mFeBD,svasṛ
mFyBD,svasṛ
mMZeD,mātṛṣvaseyā
mMeZD,mātṛṣvaseyā
mMyZD,mātṛṣvaseyā
mFZeD,bhaginī
mFeZD,bhaginī
mFyZD,bhaginī
feB,agraja
fyB,anuja
