parameter,word
mM,módir
mF,fadir
mMeB,módurbródir
mFeB,födurbródir
mMeZ,módursystir
mFeZ,födursystir
meB,albródir
meZ,alsystir
mMBeS,systkinabörn
mMeBS,systkinabörn
mMyBS,systkinabörn
mFBeS,systkinabörn
mFeBS,systkinabörn
mFyBS,systkinabörn
mMZeS,systkinabörn
mMeZS,systkinabörn
mMyZS,systkinabörn
mFZeS,systkinabörn
mFeZS,systkinabörn
mFyZS,systkinabörn
mMBeD,systkinabörn
mMeBD,systkinabörn
mMyBD,systkinabörn
mFBeD,systkinabörn
mFeBD,systkinabörn
mFyBD,systkinabörn
mMZeD,systkinabörn
mMeZD,systkinabörn
mMyZD,systkinabörn
mFZeD,systkinabörn
mFeZD,systkinabörn
mFyZD,systkinabörn
