parameter,word
mM,mayr
mF,hayr
mMeB,moryeɣpayr
mFeB,horyeɣpayr
mMeZ,morakuyr
mFeZ,horakuyr
meB,yeɣpayr
myB,pokr yeɣpayr
meZ,kuyr
myZ,b[ə]zdig kuyr
mMBeS,zarmuhi
mMeBS,zarmuhi
mMyBS,zarmuhi
mFBeS,zarmuhi
mFeBS,zarmuhi
mFyBS,zarmuhi
mMZeS,zarmuhi
mMeZS,zarmuhi
mMyZS,zarmuhi
mFZeS,zarmuhi
mFeZS,zarmuhi
mFyZS,zarmuhi
mMBeD,zarmuhi
mMeBD,zarmuhi
mMyBD,zarmuhi
mFBeD,zarmuhi
mFeBD,zarmuhi
mFyBD,zarmuhi
mMZeD,zarmuhi
mMeZD,zarmuhi
mMyZD,zarmuhi
mFZeD,zarmuhi
mFeZD,zarmuhi
mFyZD,zarmuhi
