parameter,word
mM,māṇ
mF,bāp
mMeB,mamu
mFeB,tāyā
mFyB,chachā
mMeZ,khāla
mFeZ,phuphī
meB,bara bhai
myB,chota bhai
meZ,bājī
myZ,bahen
mMBeS,māmūzād bhāi
mMeBS,māmūzād bhāi
mMyBS,māmūzād bhāi
mFBeS,chachāzād bhā'i
mFeBS,chachāzād bhā'i
mFyBS,chachāzād bhā'i
mMZeS,khalērā bhā'i
mMeZS,khalērā bhā'i
mMyZS,khalērā bhā'i
mFZeS,phupi zād bhāi
mFeZS,phupi zād bhāi
mFyZS,phupi zād bhāi
mMBeD,mamerī bahin
mMeBD,mamerī bahin
mMyBD,mamerī bahin
mFBeD,chachāzād bahin
mFeBD,chachāzād bahin
mFyBD,chachāzād bahin
mMZeD,khalēri bahen
mMeZD,khalēri bahen
mMyZD,khalēri bahen
mFZeD,phupi zād bahin
mFeZD,phupi zād bahin
mFyZD,phupi zād bahin
