parameter,word
mM,мать
mF,отец
mMeB,дядя
mFeB,дядя
mMeZ,тётя
mFeZ,тётя
meZ,сестра
mMBeS,двоюродный брат
mMeBS,двоюродный брат
mMyBS,двоюродный брат
mFBeS,двоюродный брат
mFeBS,двоюродный брат
mFyBS,двоюродный брат
mMZeS,двоюродный брат
mMeZS,двоюродный брат
mMyZS,двоюродный брат
mFZeS,двоюродный брат
mFeZS,двоюродный брат
mFyZS,двоюродный брат
mMBeD,двоюродный сестра
mMeBD,двоюродный сестра
mMyBD,двоюродный сестра
mFBeD,двоюродный сестра
mFeBD,двоюродный сестра
mFyBD,двоюродный сестра
mMZeD,двоюродный сестра
mMeZD,двоюродный сестра
mMyZD,двоюродный сестра
mFZeD,двоюродный сестра
mFeZD,двоюродный сестра
mFyZD,двоюродный сестра
feB,брат
