parameter,word
mM,mam
mF,tad
mMeB,ewythr
mFeB,ewythr
mMeZ,modryb
mFeZ,modryb
meB,brawd
meZ,chwaer
mMBeS,cefnder
mMeBS,cefnder
mMyBS,cefnder
mFBeS,cefnder
mFeBS,cefnder
mFyBS,cefnder
mMZeS,cefnder
mMeZS,cefnder
mMyZS,cefnder
mFZeS,cefnder
mFeZS,cefnder
mFyZS,cefnder
mMBeD,cyfnither
mMeBD,cyfnither
mMyBD,cyfnither
mFBeD,cyfnither
mFeBD,cyfnither
mFyBD,cyfnither
mMZeD,cyfnither
mMeZD,cyfnither
mMyZD,cyfnither
mFZeD,cyfnither
mFeZD,cyfnither
mFyZD,cyfnither
