parameter,word
mM,ema
mF,isa
mMeB,onu
mFeB,lell
mMeZ,tædi
mFeZ,sətse
mB,wend
mZ,əde
mMBeS,onupoeg
mMeBS,onupoeg
mMyBS,onupoeg
mFBeS,lellepoeg
mFeBS,lellepoeg
mFyBS,lellepoeg
mMZeS,tædipoeg
mMeZS,tædipoeg
mMyZS,tædipoeg
mFZeS,sətsepoeg
mFeZS,sətsepoeg
mFyZS,sətsepoeg
mMBeD,onutütar̃
mMeBD,onutütar̃
mMyBD,onutütar̃
mFBeD,lelletütar̃
mFeBD,lelletütar̃
mFyBD,lelletütar̃
mMZeD,tæditütar̃
mMeZD,tæditütar̃
mMyZD,tæditütar̃
mFZeD,sətsetütar̃
mFeZD,sətsetütar̃
mFyZD,sətsetütar̃
