parameter,word
mM,eɑdni
mF,ahčči
mMeB,eɑnu
mFeB,čeɑhc̷i
mFyB,eɑhki
mMeZ,goɑski
mMyZ,muoθθa
mFeZ,siessa
meB,vahnen viellyɑ
myB,nuor̃ɑt viellyɑ
meZ,vahnen oɑbba
myZ,nuor̃ɑt oɑbba
mMBeS,siessal
mMeBS,siessal
mMyBS,siessal
mFeBS,čeahcit
mFyBS,eahkit
mMeZS,goaskitt
mMyZS,muottit
mFZeS,neahpit
mFeZS,neahpit
mFyZS,neahpit
mMBeD,siessal
mMeBD,siessal
mMyBD,siessal
mFeBD,čeahcit
mFyBD,eahkit
mMeZD,goaskitt
mMyZD,muottit
mFZeD,neahpit
mFeZD,neahpit
mFyZD,neahpit
