parameter,word
mM,waba
mF,t̄at̄i
mMeB,ac̄i
mFeB,ac̄i
mMeZ,azay
mFeZ,azay
meB,uc̄i
myB,nuqʼe uc̄i
meZ,ruc̄i
myZ,nuqʼe ruc̄i
mMBeS,kʼʷini uc̄iqʼar
mMeBS,kʼʷini uc̄iqʼar
mMyBS,kʼʷini uc̄iqʼar
mFBeS,kʼʷini uc̄iqʼar
mFeBS,kʼʷini uc̄iqʼar
mFyBS,kʼʷini uc̄iqʼar
mMZeS,kʼʷini uc̄iqʼar
mMeZS,kʼʷini uc̄iqʼar
mMyZS,kʼʷini uc̄iqʼar
mFZeS,kʼʷini uc̄iqʼar
mFeZS,kʼʷini uc̄iqʼar
mFyZS,kʼʷini uc̄iqʼar
mMBeD,kʼʷini uc̄iqʼar
mMeBD,kʼʷini uc̄iqʼar
mMyBD,kʼʷini uc̄iqʼar
mFBeD,kʼʷini uc̄iqʼar
mFeBD,kʼʷini uc̄iqʼar
mFyBD,kʼʷini uc̄iqʼar
mMZeD,kʼʷini uc̄iqʼar
mMeZD,kʼʷini uc̄iqʼar
mMyZD,kʼʷini uc̄iqʼar
mFZeD,kʼʷini uc̄iqʼar
mFeZD,kʼʷini uc̄iqʼar
mFyZD,kʼʷini uc̄iqʼar
