parameter,word
mM,nin
mF,did
mMeB,nindɨ šu
mFeB,didtɨ šu
mMeZ,nindɨ riši
mFeZ,didtɨ riši
meB,šu
myB,kʼaʔdɨ šu
meZ,riši
myZ,kʼaʔdɨ riši
mMBeS,qʼuʕndɨ rišidbir
mMeBS,qʼuʕndɨ rišidbir
mMyBS,qʼuʕndɨ rišidbir
mFBeS,qʼuʕndɨ rišidbir
mFeBS,qʼuʕndɨ rišidbir
mFyBS,qʼuʕndɨ rišidbir
mMZeS,qʼuʕndɨ rišidbir
mMeZS,qʼuʕndɨ rišidbir
mMyZS,qʼuʕndɨ rišidbir
mFZeS,qʼuʕndɨ rišidbir
mFeZS,qʼuʕndɨ rišidbir
mFyZS,qʼuʕndɨ rišidbir
mMBeD,qʼuʕndɨ rišidbir
mMeBD,qʼuʕndɨ rišidbir
mMyBD,qʼuʕndɨ rišidbir
mFBeD,qʼuʕndɨ rišidbir
mFeBD,qʼuʕndɨ rišidbir
mFyBD,qʼuʕndɨ rišidbir
mMZeD,qʼuʕndɨ rišidbir
mMeZD,qʼuʕndɨ rišidbir
mMyZD,qʼuʕndɨ rišidbir
mFZeD,qʼuʕndɨ rišidbir
mFeZD,qʼuʕndɨ rišidbir
mFyZD,qʼuʕndɨ rišidbir
