parameter,word
mM,ila
mF,ima
mMeB,ilaɬiɬ was̄
mFeB,imaš̄uw was̄
mMeZ,ilaɬiɬ yas̄
mFeZ,imaš̄uy yas̄
meB,was̄
myB,mukʼuw was̄
meZ,yas̄
myZ,mukʼuy yas̄
mMBeS,yas̄āb
mMeBS,yas̄āb
mMyBS,yas̄āb
mFBeS,yas̄āb
mFeBS,yas̄āb
mFyBS,yas̄āb
mMZeS,yas̄āb
mMeZS,yas̄āb
mMyZS,yas̄āb
mFZeS,yas̄āb
mFeZS,yas̄āb
mFyZS,yas̄āb
mMBeD,yas̄āb
mMeBD,yas̄āb
mMyBD,yas̄āb
mFBeD,yas̄āb
mFeBD,yas̄āb
mFyBD,yas̄āb
mMZeD,yas̄āb
mMeZD,yas̄āb
mMyZD,yas̄āb
mFZeD,yas̄āb
mFeZD,yas̄āb
mFyZD,yas̄āb
