parameter,word
mM,buwa
mF,diya
mMeB,buwan ušdu
mFeB,ummun ušdu
mMeZ,buwan došdur
mFeZ,ummun došdur
meB,ušdu
myB,t’it̄u ušdu
meZ,došdur
myZ,t’it̄ur došdur
mMBeS,šekert̄u
mMeBS,šekert̄u
mMyBS,šekert̄u
mFBeS,šekert̄u
mFeBS,šekert̄u
mFyBS,šekert̄u
mMZeS,šekert̄u
mMeZS,šekert̄u
mMyZS,šekert̄u
mFZeS,šekert̄u
mFeZS,šekert̄u
mFyZS,šekert̄u
mMBeD,šekert̄ur
mMeBD,šekert̄ur
mMyBD,šekert̄ur
mFBeD,šekert̄ur
mFeBD,šekert̄ur
mFyBD,šekert̄ur
mMZeD,šekert̄ur
mMeZD,šekert̄ur
mMyZD,šekert̄ur
mFZeD,šekert̄ur
mFeZD,šekert̄ur
mFyZD,šekert̄ur
