parameter,word
mM,buba
mF,dada
mMeB,bubal vats
mFeB,dadal vats
mMeZ,bybai yats
mFeZ,dadal jats
meB,vatsi
myB,t'inav vats
meZ,jats
myZ,t'inay yats
mMBeS,yatsalai
mMeBS,yatsalai
mMyBS,yatsalai
mFBeS,yatsalai
mFeBS,yatsalai
mFyBS,yatsalai
mMZeS,yatsalai
mMeZS,yatsalai
mMyZS,yatsalai
mFZeS,yatsalai
mFeZS,yatsalai
mFyZS,yatsalai
mMBeD,yatsalai
mMeBD,yatsalai
mMyBD,yatsalai
mFBeD,yatsalai
mFeBD,yatsalai
mFyBD,yatsalai
mMZeD,yatsalai
mMeZD,yatsalai
mMyZD,yatsalai
mFZeD,yatsalai
mFeZD,yatsalai
mFyZD,yatsalai
fMeB,бубал вац
