parameter,word
mM,ana
mF,ata
mMeB,nagaš akay
mFeB,akay
mMeZ,abay
mFeZ,abay
meB,adanas
myB,ini
meZ,karɨndas
myZ,siŋli
mMBeS,bölе
mMeBS,bölе
mMyBS,bölе
mFBeS,bölе
mFeBS,bölе
mFyBS,bölе
mMZeS,bölе
mMeZS,bölе
mMyZS,bölе
mFZeS,bölе
mFeZS,bölе
mFyZS,bölе
mMBeD,bölе
mMeBD,bölе
mMyBD,bölе
mFBeD,bölе
mFeBD,bölе
mFyBD,bölе
mMZeD,bölе
mMeZD,bölе
mMyZD,bölе
mFZeD,bölе
mFeZD,bölе
mFyZD,bölе
parameter,word
mM,ana
mF,ata
mMeB,nagaš akay
mFeB,akay
mMeZ,abay
mFeZ,abay
meB,adanas
myB,ini
meZ,karɨndas
myZ,siŋli
mMBeS,bölе
mMeBS,bölе
mMyBS,bölе
mFBeS,bölе
mFeBS,bölе
mFyBS,bölе
mMZeS,bölе
mMeZS,bölе
mMyZS,bölе
mFZeS,bölе
mFeZS,bölе
mFyZS,bölе
mMBeD,bölе
mMeBD,bölе
mMyBD,bölе
mFBeD,bölе
mFeBD,bölе
mFyBD,bölе
mMZeD,bölе
mMeZD,bölе
mMyZD,bölе
mFZeD,bölе
mFeZD,bölе
mFyZD,bölе
