parameter,word
mM,tállǐ
mF,tanrǐ
mMeB,mēnǎmāmǎ
mFeB,pěttǎndrǐ
mFyB,pǐnatǎndri
mMeZ,pětǎllǐ
mMyZ,pǐnǎtǎllǐ
mFeZ,mênǎttǎ
meB,annǎ
myB,tǎmmǔdǔ
meZ,ǎkkǎ
myZ,chěllělǔ
mMBeS,bävǎ
mMByS,märǎdǐ
mFBeS,annǎ
mFByS,támmǔlǔ
mMZeS,annǎ
mMZyS,támmǔdǔ
mFZeS,bävǎ
mMBeD,vǎdǐně
mMByD,mǎrǎdǎlǔ
mFBeD,akkǎ
mFByD,chěllělǔ
mMZeD,akkǎ
mMZyD,chěllělǔ
mFZeD,vǎdǐně
mFZyD,mǎrǎdǎlǔ
fMBeS,bävä
fMByS,märǎdi
fFZeS,märǎdǐ
fFZyS,märǎdi
fMBeD,vadine
