parameter,word
mM,mihengee
mF,miangakee
mMeB,setotyra
mFeB,miangakee
mMeZ,mihengee
mFeZ,sesasee
meB,seryke'yra
myB,serywyra
meZ,serenyra
mMBeS,setotyra'yra
mMeBS,setotyra'yra
mMyBS,setotyra'yra
mFBeS,seryke'yra
mFByS,serywyra
mFeBS,sekywyra
mFyBS,sekywyra
mMZeS,seryke'yra
mMZyS,serywyra
mFZeS,sesasémemyra
mFeZS,sesasémemyra
mFyZS,sesasémemyra
mMBeD,setotyrasyra
mMeBD,setotyrasyra
mMyBD,setotyrasyra
mFBeD,serenyra
mFeBD,serenyra
mFyBD,serenyra
mMZeD,serenyra
mMeZD,serenyra
mMyZD,serenyra
mFZeD,sesasémemyra
mFeZD,sesasémemyra
mFyZD,sesasémemyra
fM,mihákee
fF,miatôpee
fFeB,miatôpee
fMeZ,mihákee
feB,sekywyra
feZ,serykéra
fyZ,sepyky'yra
fMZeS,sekywyra
fMeZS,sekywyra
fMyZS,sekywyra
fFBeD,serykéra
fFByD,sepyky'yra
fMZeD,serykéra
fMZyD,sepyky'yra
