parameter,word
mM,ɨhi
mF,tu
mMeB,harəwaiya
mFeB,tu-na
mMeZ,ɨhi-na
mFeZ,yahɨ
meB,harəpihárə
meZ,haininawai
mMBeS,harəwaiya
mMeBS,harəwaiya
mMyBS,harəwaiya
mFBeS,harəpihárə
mFeBS,harəpihárə
mFyBS,harəpihárə
mMZeS,harəpiana
mMeZS,harəpiana
mMyZS,harəpiana
mFZeS,harəwaiya
mFeZS,harəwaiya
mFyZS,harəwaiya
mMBeD,emeriko
mMeBD,emeriko
mMyBD,emeriko
mFBeD,haininawai
mFeBD,haininawai
mFyBD,haininawai
mMZeD,haininawai
mMeZD,haininawai
mMyZD,haininawai
mFZeD,ɨhi-na
mFeZD,ɨhi-na
mFyZD,ɨhi-na
fMeB,iménə
fFeZ,harəwaiya
feB,ikuwɨčiá
feZ,harəpihárə
fMBeS,mɨmɨrə
fMeBS,mɨmɨrə
fMyBS,mɨmɨrə
fFBeS,ikuwɨčiá
fFeBS,ikuwɨčiá
fFyBS,ikuwɨčiá
fMZeS,ikuwɨčiá
fMeZS,ikuwɨčiá
fMyZS,ikuwɨčiá
fFZeS,iménə
fFeZS,iménə
fFyZS,iménə
fMBeD,mɨmɨrə
fMeBD,mɨmɨrə
fMyBD,mɨmɨrə
fFBeD,harəpihárə
fFeBD,harəpihárə
fFyBD,harəpihárə
fMZeD,harəpihárə
fMeZD,harəpihárə
fMyZD,harəpihárə
