parameter,word
mM,xy
mF, -u
mMeB,tuty
mFeB,tuvy'i
mMeZ,xy'y
mMyZ,0
mFeZ,jaixe
meB,0
meZ,0
mMBeS,xe ryke'y
mMByS,xe ryvy
mMeBS,0
mMyBS,0
mFBeS,xe ryke'y
mFByS,xe ryvy
mFeBS,0
mFyBS,0
mMZeS,xe ryke'y
mMZyS,xe ryvy
mMeZS,0
mMyZS,0
mFZeS,xe ryke'y
mFZyS,xe ryvy
mFeZS,0
mFyZS,0
mMBeD,0
mMeBD,0
mMyBD,0
mFBeD,0
mFeBD,0
mFyBD,0
mMZeD,0
mMeZD,0
mMyZD,0
mFZeD,0
mFeZD,0
mFyZD,0
fM,0
fF,0
fMBeS,0
fFBeS,0
fMZeS,0
fFZeS,0
fMBeD,xe ryke
fMByD,xe kypy'y
fFBeD,xe ryke
fFByD,xe kypy'y
fMZeD,xe ryke
fMZyD,xe kypy'y
fFZeD,xe ryke
fFZyD,xe kypy'y
