parameter,word
mM,hi
mF,to
mMeB,toti
mFeB,to dɨ͂
mMeZ,hi dɨ
mFeZ,đađe
meB,heči'i
myB,či'i
mZ,heni
mMBeS,tiwã
mMeBS,tiwã
mMyBS,tiwã
mFBeS,anɨ
mFeBS,he či'i
mFyBS,či'i
mMZeS,anɨ
mMeZS,he či'i
mMyZS,či'i
mFZeS,tiwã
mFeZS,tiwã
mFyZS,tiwã
mMBeD,tiwã
mMeBD,tiwã
mMyBD,tiwã
mFBeD,heni
mFeBD,heni
mFyBD,heni
mMZeD,heni
mMeZD,heni
mMyZD,heni
mFZeD,tiwã
mFeZD,tiwã
mFyZD,tiwã
fB,čiwi
feZ,heči'i
fyZ,či'i
fFBeS,čiwi
fFeBS,čiwi
fFyBS,čiwi
fMZeS,čiwi
fMeZS,čiwi
fMyZS,čiwi
fFBeD,anɨ
fFeBD,anɨ
fFyBD,anɨ
fMZeD,anɨ
fMeZD,he či'i
fMyZD,či'i
fFeZD,he či'i
fFyZD,či'i
