parameter,word
mM,ĩdiã
mF,pãa
mMeB,aapá
mFeB,pãa
mMeZ,ĩdiã
mFeZ,uaidá
meB,uurahá
myB,uidzá
meZ,uurahá
myZ,uidzá
mFBeS,uurahá
mFByS,uidzá
mMZeS,uurahá
mMZyS,uidzá
mFZeS,ũmã
mFeZS,ũmã
mFyZS,ũmã
mMBeD,udzalá
mMeBD,udzalá
mMyBD,udzalá
mFBeD,uaĩbi
mFeBD,uaĩbi
mFyBD,uaĩbi
mMZeD,uaĩbi
mMeZD,uaĩbi
mMyZD,uaĩbi
mFZeD,udzalá
mFeZD,udzalá
mFyZD,udzalá
fMeB,diá
fFeZ,uaci
fFBeS,uadidja
fFeBS,uadidja
fFyBS,uadidja
fMZeS,uadidja
fMeZS,uadidja
fMyZS,uadidja
fFZeS,udzalá
fFeZS,udzalá
fFyZS,udzalá
fMBeD,ociuá
fMeBD,ociuá
fMyBD,ociuá
fFBeD,uurahá
fFByD,uidzá
fMZeD,uurahá
fMZyD,uidzá
fFZeD,ociuá
fFeZD,ociuá
fFyZD,ociuá
