parameter,word
mM,ɨ
mF,rup
mMeB,tutɨt
mFeB,ruʔwɨt
mMeZ,ɨʔɨt
mFeZ,yaye
meB,rekiʔɨt
myB,rewiret
meZ,rewɨt
mMBeS,remiʔuramet
mMeBS,remiʔuramet
mMyBS,remiʔuramet
mFBeS,remiʔuramet
mFeBS,remiʔuramet
mFyBS,remiʔuramet
mMZeS,remiʔuramet
mMeZS,remiʔuramet
mMyZS,remiʔuramet
mFZeS,remiʔuramet
mFeZS,remiʔuramet
mFyZS,remiʔuramet
mMBeD,remiʔuramet
mMeBD,remiʔuramet
mMyBD,remiʔuramet
mFBeD,remiʔuramet
mFeBD,remiʔuramet
mFyBD,remiʔuramet
mMZeD,remiʔuramet
mMeZD,remiʔuramet
mMyZD,remiʔuramet
mFZeD,remiʔuramet
mFeZD,remiʔuramet
mFyZD,remiʔuramet
feB,kɨwɨt
feZ,rɨkiet
fyZ,kɨpɨʔɨt
