parameter,word
mM,máty
mF,bát'ko
mMeB,vújko
mFeB,stry'jko
mMeZ,vuyna
mFeZ,striyna
mB,brat
mZ,sestrá
mMBeS,dvojúridnyj brat
mMeBS,dvojúridnyj brat
mMyBS,dvojúridnyj brat
mFBeS,stryjczynok
mFeBS,stryjczynok
mFyBS,stryjczynok
mMZeS,dvojúridnyj brat
mMeZS,dvojúridnyj brat
mMyZS,dvojúridnyj brat
mFZeS,dvojúridnyj brat
mFeZS,dvojúridnyj brat
mFyZS,dvojúridnyj brat
mMBeD,dvojúridna sestrá
mMeBD,dvojúridna sestrá
mMyBD,dvojúridna sestrá
mFBeD,stryjczynka
mFeBD,stryjczynka
mFyBD,stryjczynka
mMZeD,dvojúridna sestrá
mMeZD,dvojúridna sestrá
mMyZD,dvojúridna sestrá
mFZeD,dvojúridna sestrá
mFeZD,dvojúridna sestrá
mFyZD,dvojúridna sestrá
