parameter,word
mM,mama
mF,ise
mMeB,ongundwe
mFeB,isento
mMeZ,nyinento
mFeZ,isenkati
mB,mwene
meZ,mukuru
myZ,muto
mMBeS,nyinarumi
mMeBS,nyinarumi
mMyBS,nyinarumi
mFBeS,mwene
mFeBS,mwene
mFyBS,mwene
mMZeS,omwana na nyinento
mMeZS,omwana na nyinento
mMyZS,omwana na nyinento
mFZeS,mwhiwha
mFeZS,mwhiwha
mFyZS,mwhiwha
mMBeD,nyinento
mMeBD,nyinento
mMyBD,nyinento
mFBeD,munyanya
mFeBD,munyanya
mFyBD,munyanya
mMZeD,omwana na nyinento
mMeZD,omwana na nyinento
mMyZD,omwana na nyinento
mFZeD,mwhiwha
mFeZD,mwhiwha
mFyZD,mwhiwha
feB,mukuru
fyB,muto
fFBeS,munyanya
fFeBS,munyanya
fFyBS,munyanya
fFBeD,nyaka
fFeBD,nyaka
fFyBD,nyaka
fFZeD,nyina ento
fFeZD,nyina ento
fFyZD,nyina ento
