parameter,word
mM,mumɩ
mF,ayɩ
mMeB,čužmurt
mFeB,baӡӡɩm (баӟӟым) agay
mFyB,pokcʸi agay
mMeZ,čužapay
mFeZ,baӡӡɩm (баӟӟым) apay
mFyZ,pokcʸi apay
meB,agay
myB,vɩn
meZ,apay
myZ,suzer̃
mMBeS,čužodig
mMeBS,čužodig
mMyBS,čužodig
mFBeS,dʸdʸay
mFByS,vɩn
mMZeS,čužodig
mMeZS,čužodig
mMyZS,čužodig
mFZeS,dʸdʸay
mFZyS,vɩn
mMBeD,čužodig
mMeBD,čužodig
mMyBD,čužodig
mFBeD,apay
mFeBD,apay
mFyBD,apay
mMZeD,čužodig
mMeZD,čužodig
mMyZD,čužodig
mFZeD,apay
mFeZD,apay
mFyZD,apay
