parameter,word
mM,che-vi
mF,che-ropy
mMeB,che-chotyrangi
mFeB,che-rowyrangi
mMeZ,che-yura
mFeZ,che-chanche
meB,che-rikayra
myB,che-riwyra
meZ,che-rinyra
mMBeS,che-rikayra
mMByS,che-riwyra
mFBeS,che-rikayra
mFByS,che-riwyra
mMZeS,che-rikayra
mMZyS,che-riwyra
mFZeS,che-rikayra
mFZyS,che-riwyra
mMBeD,che-rinyra
mFBeD,che-rinyra
mMZeD,che-rinyra
mFZeD,che-rinyra
fMeB,che-totyra
fFeB,che-ropy
feB,che-kuwyra
feZ,che-rykera
fyZ,che-kypýura
fMBeS,che-kuwyra
fFBeS,che-kuwyra
fMZeS,che-kuwyra
fFZeS,che-kuwyra
fMBeD,che-rykera
fMByD,che-kypýura
fFBeD,che-rykera
fFByD,che-kypýura
fMZeD,che-rykera
fMZyD,che-kypýura
fFZeD,che-rykera
fFZyD,che-kypýura
