parameter,word
mM,-mimi
mF,-tata
mMeB,-txoʔk
mFeB,-txoʔk
mMeZ,-tˀox
mFeZ,-tˀox
mMBeS,-čeklaʔ
mMeBS,-čeklaʔ
mMyBS,-čeklaʔ
mFBeS,-čeklaʔ
mFeBS,-čeklaʔ
mFyBS,-čeklaʔ
mMZeS,-čeklaʔ
mMeZS,-čeklaʔ
mMyZS,-čeklaʔ
mFZeS,-čeklaʔ
mFeZS,-čeklaʔ
mFyZS,-čeklaʔ
mMBeD,-čeklaʔ
mMeBD,-čeklaʔ
mMyBD,-čeklaʔ
mFBeD,-čeklaʔ
mFeBD,-čeklaʔ
mFyBD,-čeklaʔ
mMZeD,-čeklaʔ
mMeZD,-čeklaʔ
mMyZD,-čeklaʔ
mFZeD,-čeklaʔ
mFeZD,-čeklaʔ
mFyZD,-čeklaʔ
