parameter,word
mM,yipi
mF,wapirra
mMeB,tjamiri
mFeB,wapirra
mMeZ,yipi
mFeZ,yayi
mFyZ,pimiri
meB,papartu
myB,marlany(pa)
meZ,tjurtu
myZ,marlatyanu
mMBeS,katiwa
mMeBS,katiwa
mMyBS,katiwa
mFBeS,katiwa
mFeBS,katiwa
mFyBS,katiwa
mMZeS,katiwa
mMeZS,katiwa
mMyZS,katiwa
mFZeS,katiwa
mFeZS,katiwa
mFyZS,katiwa
mMBeD,katiwa
mMeBD,katiwa
mMyBD,katiwa
mFBeD,katiwa
mFeBD,katiwa
mFyBD,katiwa
mMZeD,katiwa
mMeZD,katiwa
mMyZD,katiwa
mFZeD,katiwa
mFeZD,katiwa
mFyZD,katiwa
