parameter,word
mM,ina
mFeB,papa dantjanaka
mFyB,papa dèkèa
mMeZ,dado
mFeZ,dado
meB,dantjanak jang toeana
myB,adi
meZ,dantjanak bini
mMeBS,pasanakan
mMyBS,pasanakan
mFeBS,pasanakan
mFyBS,pasanakan
mMeZS,pasanakan
mMyZS,pasanakan
mFeZS,pasanakan
mFyZS,pasanakan
mMeBD,pasanakan
mMyBD,pasanakan
mFeBD,pasanakan
mFyBD,pasanakan
mMeZD,pasanakan
mMyZD,pasanakan
mFeZD,pasanakan
mFyZD,pasanakan
fF,papā
feB,dantjanak laki
feZ,dantjanak jang toeana
fyZ,adi
