parameter,word
mF,ʔoiŋ
mMeB,ʔoiŋ mɨih hân
mFeB,ʔoiŋ diŋ
mMeZ,meʔ sâi
mFeZ,meʔ mɨih
meB,ʔuei ʔait
myB,ʔuei ma ra
meZ,ʔuei ʔait ma kan
myZ,ʔuei ma kan
mMBeS,ʔuei ʔait
mMeBS,ʔuei ʔait
mMyBS,ʔuei ʔait
mFBeS,ʔuei ʔait
mFeBS,ʔuei ʔait
mFyBS,ʔuei ʔait
mMZeS,ʔuei ʔait
mMeZS,ʔuei ʔait
mMyZS,ʔuei ʔait
mFZeS,ʔuei ʔait
mFeZS,ʔuei ʔait
mFyZS,ʔuei ʔait
mMBeD,ʔuei ʔait
mMeBD,ʔuei ʔait
mMyBD,ʔuei ʔait
mFBeD,ʔuei ʔait
mFeBD,ʔuei ʔait
mFyBD,ʔuei ʔait
mMZeD,ʔuei ʔait
mMeZD,ʔuei ʔait
mMyZD,ʔuei ʔait
mFZeD,ʔuei ʔait
mFeZD,ʔuei ʔait
mFyZD,ʔuei ʔait
