parameter,word
mM,nyina
mF,ise
mMeB,nyinarumi
mFeB,sento
mMeZ,nyinento
mFeZ,senkati
meB,mugenzi
meZ,munyanya
mMBeS,nyinarumi
mMeBS,nyinarumi
mMyBS,nyinarumi
mFBeS,mwene
mFeBS,mwene
mFyBS,mwene
mMZeS,nyinarumi
mMeZS,nyinarumi
mMyZS,nyinarumi
mFZeS,mwene
mFeZS,mwene
mFyZS,mwene
mMBeD,nyinento
mMeBD,nyinento
mMyBD,nyinento
mFBeD,mwenekati
mFeBD,mwenekati
mFyBD,mwenekati
mMZeD,nyinento
mMeZD,nyinento
mMyZD,nyinento
mFZeD,mwenekati
mFeZD,mwenekati
mFyZD,mwenekati
feB,munyanya
feZ,mugenzi
