parameter,word
mM,tineh
mF,tameh
mMeB,kemamaan
mFeB,kemamaan
mMeZ,keminaan
mFeZ,keminaan
meZ,tukeh
myZ,tadey
mMBeS,tadey petaam
mMeBS,tadey petaam
mMyBS,tadey petaam
mFBeS,tadey petaam
mFeBS,tadey petaam
mFyBS,tadey petaam
mMZeS,tadey petaam
mMeZS,tadey petaam
mMyZS,tadey petaam
mFZeS,tadey petaam
mFeZS,tadey petaam
mFyZS,tadey petaam
mMBeD,tadey petaam
mMeBD,tadey petaam
mMyBD,tadey petaam
mFBeD,tadey petaam
mFeBD,tadey petaam
mFyBD,tadey petaam
mMZeD,tadey petaam
mMeZD,tadey petaam
mMyZD,tadey petaam
mFZeD,tadey petaam
mFeZD,tadey petaam
mFyZD,tadey petaam
feB,tukeh
fyB,tadey
