parameter,word
mM,dei
mF,dad
mMeB,kak
mFeB,kak
mMeZ,bibi
mFeZ,bibi
meB,pʰral
meZ,pʰei
mMBeS,[vero]
mMeBS,[vero]
mMyBS,[vero]
mFBeS,[vero]
mFeBS,[vero]
mFyBS,[vero]
mMZeS,[vero]
mMeZS,[vero]
mMyZS,[vero]
mFZeS,[vero]
mFeZS,[vero]
mFyZS,[vero]
mMBeD,[verisoara]
mMeBD,[verisoara]
mMyBD,[verisoara]
mFBeD,[verisoara]
mFeBD,[verisoara]
mFyBD,[verisoara]
mMZeD,[verisoara]
mMeZD,[verisoara]
mMyZD,[verisoara]
mFZeD,[verisoara]
mFeZD,[verisoara]
mFyZD,[verisoara]
