parameter,word
mM,inang
mF,iamang
mMeB,pogiamangan
mFeB,pogiamangan
meZ,taddakona
myZ,tuai' -na
mMBeS,utas komiinsan
mMeBS,utas komiinsan
mMyBS,utas komiinsan
mFBeS,utas komiinsan
mFeBS,utas komiinsan
mFyBS,utas komiinsan
mMZeS,utas komiinsan
mMeZS,utas komiinsan
mMyZS,utas komiinsan
mFZeS,utas komiinsan
mFeZS,utas komiinsan
mFyZS,utas komiinsan
mMBeD,utas komiinsan
mMeBD,utas komiinsan
mMyBD,utas komiinsan
mFBeD,utas komiinsan
mFeBD,utas komiinsan
mFyBD,utas komiinsan
mMZeD,utas komiinsan
mMeZD,utas komiinsan
mMyZD,utas komiinsan
mFZeD,utas komiinsan
mFeZD,utas komiinsan
mFyZD,utas komiinsan
feB,taddakona
fyB,tuai' -na
