parameter,word
mM,no-thäʼ
mF,no-thäʼ
mMeB,ni-sǐ-thǎʼ
mFeB,no-thäʼ
mMeZ,na-ke-͡ahʼ
mFeZ,na-tha-gwe-thäʼ
meB,n'-tha-thäʼ
myB,n'-the-ma-thäʼ
meZ,nǐ-mǐ-thäʼ
myZ,n'-the-ma-thäʼ
mMBeS,nǐ-sǐ-thäʼ
mFBeS,nos-keʼ-mä
mFByS,n'-cha-ne-näʼ
mMZeS,n'-tha-thäʼ
mMZyS,n'-the-ma-thäʼ
mFZeS,na-la-gwal-thäʼ
mMBeD,na-ke-͡ahʼ
mFBeD,net-kwaʼ-mä
mMZeD,nǐ-mǐ-thǎʼ
mMZyD,n'-the-ma-thäʼ
mFZeD,ne-sa-me-thäʼ
fFByS,nǒs-ke-mäʼ
fFZeS,ne-kwe-thǎʼ
fFZyS,ne-kwe-thäʼ
fFBeD,n'-cha-ne-uäʼ
fFByD,n'-cha-ne-näʼ
fMZeD,nǐ-mǐ-thäʼ
fFZeD,nǐ-tä-na-thäʼ
