parameter,word
mM,ina
mF,ama
mMeB,ulitag
mFeB,ulitag
mMeZ,fkit
mFeZ,fkit
meZ,kaparsut
myZ,kaparsut
mMBeS,kapinsán
mMeBS,kapinsán
mMyBS,kapinsán
mFBeS,kapinsán
mFeBS,kapinsán
mFyBS,kapinsán
mMZeS,kapinsán
mMeZS,kapinsán
mMyZS,kapinsán
mFZeS,kapinsán
mFeZS,kapinsán
mFyZS,kapinsán
mMBeD,kapinsán
mMeBD,kapinsán
mMyBD,kapinsán
mFBeD,kapinsán
mFeBD,kapinsán
mFyBD,kapinsán
mMZeD,kapinsán
mMeZD,kapinsán
mMyZD,kapinsán
mFZeD,kapinsán
mFeZD,kapinsán
mFyZD,kapinsán
feB,kaparsut
fyB,kaparsut
