parameter,word
mM,tchina
mF,tama
mMeB,vungo
mFeB,tama- levu
mFyB,tama- lailai
mMeZ,tchina- levu
mMyZ,tchina- lailai
mFeZ,vungo
meB,tuaka
myB,tachi
meZ,weka
mMBeS,karua
mMeBS,tavale
mMyBS,tavale
mFBeS,tuaka
mFByS,tachi
mFeBS,tuaka
mFyBS,tachi
mMZeS,tuaka
mMZyS,tachi
mMeZS,karua
mMyZS,karua
mFZeS,karua
mFeZS,tavale
mFyZS,tavale
mMBeD,watchi
mMeBD,watchi
mMyBD,watchi
mFBeD,weka
mFeBD,weka
mFyBD,weka
mMZeD,weka
mMeZD,weka
mMyZD,weka
mFZeD,watchi
mFeZD,watchi
mFyZD,watchi
feB,weka
feZ,tuaka
fyZ,tachi
fMBeS,watchi
fMeBS,watchi
fMyBS,watchi
fFBeS,weka
fFeBS,weka
fFyBS,weka
fMZeS,weka
fMeZS,weka
fMyZS,weka
fFZeS,watchi
fFeZS,watchi
fFyZS,watchi
fMBeD,karua
fMeBD,ndauve
fMyBD,ndauve
fFBeD,tuaka
fFByD,tachi
fFeBD,tuaka
fFyBD,tachi
fMZeD,tuaka
fMZyD,tachi
fMeZD,karua
fMyZD,karua
fFZeD,karua
fFeZD,ndauve
fFyZD,ndauve
