parameter,word
mM,ìnnā
mF,mahaifi
mMeB,kawu
mFeB,baffa
mMeZ,ìnnā
mFeZ,baba
meB,shakˀikˀi
myB,kˀane
meZ,shakˀikˀiya (?)
myZ,kˀanwa
mMBeS,taubashi
mMeBS,taubashi
mMyBS,taubashi
mFBeS,taubashi
mFeBS,taubashi
mFyBS,taubashi
mMZeS,taubashi
mMeZS,taubashi
mMyZS,taubashi
mFZeS,taubashi
mFeZS,taubashi
mFyZS,taubashi
mMBeD,taubashi
mMeBD,taubashi
mMyBD,taubashi
mFBeD,taubashi
mFeBD,taubashi
mFyBD,taubashi
mMZeD,taubashi
mMeZD,taubashi
mMyZD,taubashi
mFZeD,taubashi
mFeZD,taubashi
mFyZD,taubashi
