parameter,word
mM,nà
mF,bò
mMeB,lù msɨ nì
mFeB,lù msɨ nì
meB,wayn-nì ɨ lwema
myB,wayn-nì ɨ twelà
meZ,jè mtì i lema
myZ,jè mtì i telà
mMBeS,wà yn wà yn-nà nì
mMeBS,wà yn wà yn-nà nì
mMyBS,wà yn wà yn-nà nì
mFBeS,wà yn wà yn-nà nì
mFeBS,wà yn wà yn-nà nì
mFyBS,wà yn wà yn-nà nì
mMZeS,wà yn wà yn-nà nì
mMeZS,wà yn wà yn-nà nì
mMyZS,wà yn wà yn-nà nì
mFZeS,wà yn wà yn-nà nì
mFeZS,wà yn wà yn-nà nì
mFyZS,wà yn wà yn-nà nì
mMBeD,wà yn wà yn-nà nì
mMeBD,wà yn wà yn-nà nì
mMyBD,wà yn wà yn-nà nì
mFBeD,wà yn wà yn-nà nì
mFeBD,wà yn wà yn-nà nì
mFyBD,wà yn wà yn-nà nì
mMZeD,wà yn wà yn-nà nì
mMeZD,wà yn wà yn-nà nì
mMyZD,wà yn wà yn-nà nì
mFZeD,wà yn wà yn-nà nì
mFeZD,wà yn wà yn-nà nì
mFyZD,wà yn wà yn-nà nì
