parameter,word
mM,aako
mF,aite
mMeB,papa
mFeB,aite
mMeZ,aako
mFeZ,kauo
meZ,taataava
mMBeS,raovuto
mMeBS,raovuto
mMyBS,raovuto
mFBeS,araoko
mFeBS,araoko
mFyBS,araoko
mMZeS,araoko
mMeZS,araoko
mMyZS,araoko
mFZeS,raovuto
mFeZS,raovuto
mFyZS,raovuto
mMBeD,raovuva
mMeBD,raovuva
mMyBD,raovuva
mFBeD,taataava
mFeBD,taataava
mFyBD,taataava
mMZeD,taataava
mMeZD,taataava
mMyZD,taataava
mFZeD,raovuva
mFeZD,raovuva
mFyZD,raovuva
feB,taataato
feZ,taeva
fFBeS,taataato
fFeBS,taataato
fFyBS,taataato
fMZeS,taataato
fMeZS,taataato
fMyZS,taataato
fFBeD,taeva
fFeBD,taeva
fFyBD,taeva
fMZeD,taeva
fMeZD,taeva
fMyZD,taeva
