parameter,word
mM,ina'
mF,ama'
mMeB,ito
mFeB,ito
mMeZ,mui
mFeZ,mui
meZ,kakak wewene
myZ,tuari wewene
mMBeS,kasudu
mMeBS,kasudu
mMyBS,kasudu
mFBeS,kasudu
mFeBS,kasudu
mFyBS,kasudu
mMZeS,kasudu
mMeZS,kasudu
mMyZS,kasudu
mFZeS,kasudu
mFeZS,kasudu
mFyZS,kasudu
mMBeD,kasudu
mMeBD,kasudu
mMyBD,kasudu
mFBeD,kasudu
mFeBD,kasudu
mFyBD,kasudu
mMZeD,kasudu
mMeZD,kasudu
mMyZD,kasudu
mFZeD,kasudu
mFeZD,kasudu
mFyZD,kasudu
feB,kaka' tuama
fyB,tuari tuama
