parameter,word
mM,ngo
mF,ter
mFeB,ter u tamen
mFeZ,ngo
mB,wangban
meZ,wangban u vesen
myZ,wangban u kiriki
mMBeS,wanngo
mMeBS,wanngo
mMyBS,wanngo
mFBeS,wanngo
mFeBS,wanngo
mFyBS,wanngo
mMZeS,wanngo
mMeZS,wanngo
mMyZS,wanngo
mFZeS,wanngo
mFeZS,wanngo
mFyZS,wanngo
mMBeD,wanngo
mMeBD,wanngo
mMyBD,wanngo
mFBeD,wanngo
mFeBD,wanngo
mFyBD,wanngo
mMZeD,wanngo
mMeZD,wanngo
mMyZD,wanngo
mFZeD,wanngo
mFeZD,wanngo
mFyZD,wanngo
feB,wangban u vesen
fyB,wangban u kiriki
