parameter,word
mM,ŋgwen
mF,taa
mMeB,mpja
mFeB,taa koom
mMeZ,maa koom
mFeZ,taa mukaar
meB,ŋkur wu kup
myB,mukoom
meZ,ijℇ
myZ,mukoom
mMBeS,mukulu
mMByS,munkunyi
mMeBS,mwátaá
mMyBS,mwátaá
mFBeS,mukulu
mFByS,munkunyi
mFeBS,mwátaá
mFyBS,mwátaá
mMZeS,mukulu
mMZyS,munkunyi
mMeZS,mwátaá
mMyZS,mwátaá
mFZeS,mukulu
mFZyS,munkunyi
mFeZS,mwátaá
mFyZS,mwátaá
mMBeD,mwátaá
mMeBD,mwátaá
mMyBD,mwátaá
mFBeD,mwátaá
mFeBD,mwátaá
mFyBD,mwátaá
mMZeD,mwátaá
mMeZD,mwátaá
mMyZD,mwátaá
mFZeD,mwátaá
mFeZD,mwátaá
mFyZD,mwátaá
fMBeS,mwátaá
fFBeS,mwátaá
fMZeS,mwátaá
fFZeS,mwátaá
fMBeD,mukulu
fMByD,munkunyi
fFBeD,mukulu
fFByD,munkunyi
fMZeD,mukulu
fMZyD,mwátaá
fFZeD,mukulu
fFZyD,munkunyi
