parameter,word
mM,a-teʼ-rǎ
mF,ah-teʼ-ase
mMeB,te-watchʼ-e-riks
mFeB,a-teʼ-ase
mMeZ,a-teʼ-rä
mFeZ,a-teʼ-rä
meB,a-däʼ-de
meZ,a-täʼ-he
myZ,a-täʼ-ke
mMBeS,peʼ-row
mFBeS,ta-läʼ-lik-tis
mFByS,a-däʼ-de
mMZeS,a-däʼ-de
mMZyS,a-däʼ-he
mFZeS,a-teʼ-ase
mFZyS,ah-teʼ-ase
mMBeD,peʼ-row
mFBeD,a-täʼ-he
mFByD,a-täʼ-ke
mMZeD,a-täʼ-he
mMZyD,a-täʼ-ke
mFZeD,a-teʼ-rä
feB,ta-läʼ-lik-tis
fyB,käʼ-we-ta
fFByS,käʼ-we-ta
fMZeS,ta-läʼ-lik-tis
fMZyS,kä-weʼ-ta
fFZeS,ah-teʼ-ase
