parameter,word
mM,maj
mF,mol
mMeB,mam
mFeB,peter
mMeZ,mas
mFeZ,pof
meB,bōi
meZ,beni
mMBeS,mamtur-boi
mMeBS,mamtur-boi
mMyBS,mamtur-boi
mFBeS,pitur-boi
mFeBS,pitur-boi
mFyBS,pitur-boi
mMZeS,mastur-boi
mMeZS,mastur-boi
mMyZS,mastur-boi
mFZeS,poftur-boi
mFeZS,poftur-boi
mFyZS,poftur-boi
mMBeD,mamter-beni
mMeBD,mamter-beni
mMyBD,mamter-beni
mFBeD,piter-beni
mFeBD,piter-beni
mFyBD,piter-beni
mMZeD,master-beni
mMeZD,master-beni
mMyZD,master-beni
mFZeD,pofter-beni
mFeZD,pofter-beni
mFyZD,pofter-beni
