parameter,word
mM,iná
mF,amá(h)
mMeB,táta
mFeB,táta
mMeZ,óra(h)
mFeZ,óra(h)
meZ,igmánghod
myZ,manghod
mMBeS,igkámpod
mMeBS,igkámpod
mMyBS,igkámpod
mFBeS,igkámpod
mFeBS,igkámpod
mFyBS,igkámpod
mMZeS,igkámpod
mMeZS,igkámpod
mMyZS,igkámpod
mFZeS,igkámpod
mFeZS,igkámpod
mFyZS,igkámpod
mMBeD,igkámpod
mMeBD,igkámpod
mMyBD,igkámpod
mFBeD,igkámpod
mFeBD,igkámpod
mFyBD,igkámpod
mMZeD,igkámpod
mMeZD,igkámpod
mMyZD,igkámpod
mFZeD,igkámpod
mFeZD,igkámpod
mFyZD,igkámpod
feB,manong
fyB,igmánghod
