parameter,word
mM,ngwa
mF,tata
mMeB,ngudi
mFeB,mpangi a tata
mFyB,mbunji a tata
mMeZ,ngudi
meB,mpangi
myB,mbunji
meZ,mpangi
myZ,mbunji
mMBeS,mwana a ngwa ankaji
mMeBS,mwana a ngwa ankaji
mMyBS,mwana a ngwa ankaji
mFBeS,mwana a ngwa ankaji
mFeBS,mwana a ngwa ankaji
mFyBS,mwana a ngwa ankaji
mMZeS,mwana a ngwa ankaji
mMeZS,mwana a ngwa ankaji
mMyZS,mwana a ngwa ankaji
mFZeS,mwana a ngwa ankaji
mFeZS,mwana a ngwa ankaji
mFyZS,mwana a ngwa ankaji
mMBeD,mwana a ngwa ankaji
mMeBD,mwana a ngwa ankaji
mMyBD,mwana a ngwa ankaji
mFBeD,mwana a ngwa ankaji
mFeBD,mwana a ngwa ankaji
mFyBD,mwana a ngwa ankaji
mMZeD,mwana a ngwa ankaji
mMeZD,mwana a ngwa ankaji
mMyZD,mwana a ngwa ankaji
mFZeD,mwana a ngwa ankaji
mFeZD,mwana a ngwa ankaji
mFyZD,mwana a ngwa ankaji
