parameter,word
mM,cy
mF,tuba
mMeB,tutyra
mFeB,tuba
mMeZ,cyyra
mFeZ,aixé
meZ,tendyra
mMBeS,tykyyra
mMeBS,tykyyra
mMyBS,tykyyra
mFBeS,tykyyra
mFeBS,tykyyra
mFyBS,tykyyra
mMZeS,tykyyra
mMeZS,tykyyra
mMyZS,tykyyra
mFZeS,tykyra
mFeZS,tykyra
mFyZS,tykyra
mMBeD,tendyra
mMeBD,tendyra
mMyBD,tendyra
mFBeD,tendyra
mFeBD,tendyra
mFyBD,tendyra
mMZeD,tendyra
mMeZD,tendyra
mMyZD,tendyra
mFZeD,tendyra
mFeZD,tendyra
mFyZD,tendyra
feB,kybyra
fyB,kybykyra
feZ,tykêra
fyZ,kypýy
fMBeS,kybyra
fMeBS,kybyra
fMyBS,kybyra
fFBeS,kybyra
fFeBS,kybyra
fFyBS,kybyra
fMZeS,kybyra
fMeZS,kybyra
fMyZS,kybyra
fFZeS,kybyra
fFeZS,kybyra
fFyZS,kybyra
fMBeD,tykêra
fMeBD,tykêra
fMyBD,tykêra
fFBeD,tykêra
fFeBD,tykêra
fFyBD,tykêra
fMZeD,tykêra
fMeZD,tykêra
fMyZD,tykêra
fFZeD,tykêra
fFeZD,tykêra
fFyZD,tykêra
