parameter,word
mM,inang
mF,among
mMeB,tulang
mFeB,among tua
mFyB,amonguda
mMeZ,inangtua
mMyZ,inangbaju
mFeZ,namboru
meZ,akang boru
myZ,anggi
mMeBS,akang bawa
mMyBS,anggi
mFeBS,akang bawa
mFyBS,anggi
mMeZS,akang bawa
mMyZS,anggi
mFeZS,akang bawa
mFyZS,anggi
mMeBD,pariban
mMyBD,pariban
mFeBD,akang boru
mFyBD,anggi
mMeZD,akang boru
mMyZD,anggi
mFeZD,akang boru
mFyZD,anggi
feB,akang bawa
fyB,anggi
fFeZS,pariban
fFyZS,pariban
fMeBD,akang boru
fMyBD,anggi
